"id","code","name","reconcile","account_type","tag_ids/name","name@es"
"co_puc_149515",149515,"Category C - Appreciable Credit",0,"asset_current","1008_1315_N","Categoría C - Crédito Apreciable"
"co_puc_149520",149520,"Category D - Significant Credit",0,"asset_current","1008_1315_N","Categoría D - Crédito Significativo"
"co_puc_149525",149525,"Category E - Unrecoverable Credit",0,"asset_current","1008_1315_N","Categoría E -  Crédito Irrecuperable"
"co_puc_149595",149595,"Other Impairment (Provision) Credits and Commercial Leasing Operations",0,"asset_current","1008_1315_N","Otro Deterioro (Provisión) Créditos Y Operaciones De Leasing Comerciales"
"co_puc_149600",149600,"Deterioration of Capitalization Securities Portfolio",0,"off_balance",,"Deterioro Cartera Sobre Títulos De Capitalización"
"co_puc_149605",149605,"Traditional Plans",0,"asset_current","1008_1315_N","Planes Tradicionales"
"co_puc_149610",149610,"Plans In Uvr",0,"asset_current","1008_1315_N","Planes En Uvr"
"co_puc_149695",149695,"Another Portfolio Deterioration on Capitalization Securities",0,"asset_current","1008_1315_N","Otro Deterioro Cartera Sobre Títulos De Capitalización"
"co_puc_149700",149700,"Portfolio Impairment of Insurance Entities",0,"off_balance",,"Deterioro Cartera Entidades Aseguradoras  "
"co_puc_149705",149705,"With Mortgage Guarantee",0,"asset_current","1008_1315_N","Con Garantía Hipotecaria"
"co_puc_149710",149710,"With Pledge Guarantee",0,"asset_current","1008_1315_N","Con Garantía Prendaria"
"co_puc_149795",149795,"With Pledge Guarantee",0,"asset_current","1008_1315_N","Con Garantía Prendaria"
"co_puc_149800",149800,"General Impairment (Provision)",0,"off_balance",,"Deterioro (Provisión) General"
"co_puc_149805",149805,"Housing and Housing Leasing",0,"asset_current","1008_1315_N","Vivienda Y Leasing Habitacional"
"co_puc_149810",149810,"Microcredit",0,"asset_current","1008_1315_N","Microcrédito"
"co_puc_149815",149815,"Consumption",0,"asset_current","1008_1315_N","Consumo"
"co_puc_149820",149820,"Commercial",0,"asset_current","1008_1315_N","Comercial"
"co_puc_149895",149895,"Other Portfolio Impairment Insurance Entities",0,"asset_current","1008_1315_N","Otro Deterioro Cartera Entidades Aseguradoras  "
"co_puc_149900",149900,"Impairment of Other Credit Portfolio Concepts",0,"off_balance",,"Deterioro Otros Conceptos De Cartera De Créditos "
"co_puc_149905",149905,"About Policies",0,"asset_current","1008_1315_N","Sobre Pólizas"
"co_puc_149910",149910,"By Premium Financing",0,"asset_current","1008_1315_N","Por Financiación De Primas"
"co_puc_149995",149995,"Other Impairment Credit Portfolio Concepts",0,"asset_current","1008_1315_N","Otro Deterioro Conceptos De Cartera De Créditos "
"co_puc_150000",150000,"Inventories",0,"off_balance",,"Inventarios"
"co_puc_150500",150500,"Raw Materials",0,"off_balance",,"Materias Primas "
"co_puc_150505",150505,"Raw Materials",0,"asset_current",,"Materias Primas "
"co_puc_150595",150595,"Other Raw Materials",0,"asset_current",,"Otras Materias Primas "
"co_puc_151000",151000,"Produced Goods",0,"off_balance",,"Bienes Producidos"
"co_puc_151005",151005,"Produced Goods",0,"asset_current",,"Bienes Producidos"
"co_puc_151095",151095,"Other Produced Goods",0,"asset_current",,"Otros Bienes Producidos"
"co_puc_151500",151500,"Products in process",0,"off_balance",,"Productos En Proceso "
"co_puc_151505",151505,"Products in process",0,"asset_current",,"Productos En Proceso "
"co_puc_151595",151595,"Other Products In Process",0,"asset_current",,"Otros Productos En Proceso "
"co_puc_152000",152000,"Construction Works In Progress",0,"off_balance",,"Obras De Construcción En Curso "
"co_puc_152005",152005,"Land Cost",0,"asset_current",,"Costo Terrenos"
"co_puc_152010",152010,"Preliminary Direct Costs",0,"asset_current",,"Costos Directos Preliminares"
"co_puc_152015",152015,"Direct Work Costs",0,"asset_current",,"Costos Directos Obra"
"co_puc_152020",152020,"Flat Indirect Costs Licenses and Studies",0,"asset_current",,"Costos Indirectos Planos Licencias Y Estudios"
"co_puc_152025",152025,"Indirect Advertising Costs",0,"asset_current",,"Costos Indirectos Publicidad"
"co_puc_152030",152030,"Indirect Costs Fiduciary Commissions",0,"asset_current",,"Costos Indirectos Comisiones Fiduciarias"
"co_puc_152035",152035,"Other Indirect Costs",0,"asset_current",,"Otros Costos Indirectos"
"co_puc_152095",152095,"Other Construction Works In Progress",0,"asset_current",,"Otras Obras De Construcción En Curso "
"co_puc_152500",152500,"Urban Planning Works",0,"off_balance",,"Obras De Urbanismo "
"co_puc_152505",152505,"Urban Planning Works",0,"asset_current",,"Obras De Urbanismo "
"co_puc_152595",152595,"Other Urban Planning Works",0,"asset_current",,"Otras Obras De Urbanismo "
"co_puc_153000",153000,"Contracts in Execution",0,"off_balance",,"Contratos En Ejecución "
"co_puc_153005",153005,"Contracts in Execution",0,"asset_current",,"Contratos En Ejecución "
"co_puc_153095",153095,"Other Contracts in Execution",0,"asset_current",,"Otros Contratos En Ejecución "
"co_puc_153500",153500,"Crops Under Development",0,"off_balance",,"Cultivos En Desarrollo "
"co_puc_153505",153505,"Crops Under Development",0,"asset_current",,"Cultivos En Desarrollo "
"co_puc_153595",153595,"Other Crops Under Development",0,"asset_current",,"Otros Cultivos En Desarrollo "
"co_puc_154000",154000,"Finished products",0,"off_balance",,"Productos Terminados "
"co_puc_154005",154005,"Finished products",0,"asset_current",,"Productos Terminados "
"co_puc_154095",154095,"Other Finished Products",0,"asset_current",,"Otros Productos Terminados "
"co_puc_154500",154500,"Goods Not Manufactured by the Company",0,"off_balance",,"Mercancías No Fabricadas Por La Empresa "
"co_puc_154505",154505,"Goods Not Manufactured by the Company",0,"asset_current",,"Mercancías No Fabricadas Por La Empresa "
"co_puc_154595",154595,"Other Goods Not Manufactured by the Company",0,"asset_current",,"Otras Mercancías No Fabricadas Por La Empresa "
"co_puc_155000",155000,"Real Estate For Sale",0,"off_balance",,"Bienes Raíces Para La Venta "
"co_puc_155005",155005,"Real Estate For Sale",0,"asset_current",,"Bienes Raíces Para La Venta "
"co_puc_155095",155095,"Other Real Estate For Sale",0,"asset_current",,"Otros Bienes Raíces Para La Venta "
"co_puc_155500",155500,"Semovientes",0,"off_balance",,"Semovientes "
"co_puc_155505",155505,"Semovientes",0,"asset_current",,"Semovientes "
"co_puc_155595",155595,"Other Livestock",0,"asset_current",,"Otros Semovientes "
"co_puc_156000",156000,"Land",0,"off_balance",,"Terrenos "
"co_puc_156005",156005,"Land",0,"asset_current",,"Terrenos "
"co_puc_156095",156095,"Other Land",0,"asset_current",,"Otros Terrenos "
"co_puc_156500",156500,"Materials Spare Parts and Accessories",0,"off_balance",,"Materiales Repuestos Y Accesorios "
"co_puc_156505",156505,"Materials Spare Parts and Accessories",0,"asset_current",,"Materiales Repuestos Y Accesorios "
"co_puc_156595",156595,"Other Materials Spare Parts and Accessories",0,"asset_current",,"Otros Materiales Repuestos Y Accesorios "
"co_puc_157000",157000,"Containers and Packaging",0,"off_balance",,"Envases Y Empaques "
"co_puc_157005",157005,"Containers and Packaging",0,"asset_current",,"Envases Y Empaques "
"co_puc_157095",157095,"Other Containers and Packaging",0,"asset_current",,"Otros Envases Y Empaques "
"co_puc_157500",157500,"Inventories in Transit",0,"off_balance",,"Inventarios En Transito "
"co_puc_157505",157505,"Inventories in Transit",0,"asset_current",,"Inventarios En Transito "
"co_puc_157595",157595,"Other Inventories in Transit",0,"asset_current",,"Otros Inventarios En Transito "
"co_puc_158000",158000,"Inventories Held By Third Parties",0,"off_balance",,"Inventarios En Poder De Terceros"
"co_puc_158005",158005,"Inventories Held By Third Parties",0,"asset_current",,"Inventarios En Poder De Terceros"
"co_puc_158095",158095,"Other Inventories Held by Third Parties",0,"asset_current",,"Otros Inventarios En Poder De Terceros"
"co_puc_158500",158500,"Joint Operations Inventories",0,"off_balance",,"Inventarios De Operaciones Conjuntas"
"co_puc_158505",158505,"Joint Operations Inventories",0,"asset_current",,"Inventarios De Operaciones Conjuntas"
"co_puc_158595",158595,"Other Joint Operations Inventories",0,"asset_current",,"Otros Inventarios De Operaciones Conjuntas"
"co_puc_158700",158700,"Precious metals",0,"off_balance",,"Metales Preciosos"
"co_puc_158705",158705,"Gold",0,"asset_current",,"Oro"
"co_puc_158710",158710,"Silver",0,"asset_current",,"Plata"
"co_puc_158715",158715,"Platinum",0,"asset_current",,"Platino"
"co_puc_158720",158720,"Other Adhesive Metals",0,"asset_current",,"Otros Metales Adherentes"
"co_puc_158795",158795,"Other Precious Metals",0,"asset_current",,"Otros Metales Preciosos"
"co_puc_159500",159500,"Other Inventories",0,"off_balance",,"Otros Inventarios"
"co_puc_159505",159505,"Other Inventories",0,"asset_current",,"Otros Inventarios"
"co_puc_159595",159595,"Others Other Inventories",0,"asset_current",,"Otros Otros Inventarios"
"co_puc_159700",159700,"Inventory Impairment",0,"off_balance",,"Deterioro De Inventarios"
"co_puc_159705",159705,"Inventory Impairment",0,"asset_current",,"Deterioro De Inventarios"
"co_puc_159795",159795,"Other Inventory Impairment",0,"asset_current",,"Otro Deterioro De Inventarios"
"co_puc_160000",160000,"Accounts Receivable",0,"off_balance",,"Cuentas Por Cobrar"
"co_puc_160100",160100,"International Reserve Operations",0,"off_balance",,"Operaciones De Reservas Internacionales"
"co_puc_160105",160105,"Investment Sale",1,"asset_current","1008_1315_N","Venta De Inversiones"
"co_puc_160115",160115,"Coin Sale",1,"asset_receivable","1008_1315_N","Venta De Monedas"
"co_puc_160195",160195,"Other International Reserve Operations",1,"asset_receivable","1008_1315_N","Otras Operaciones De Reservas Internacionales"
"co_puc_160200",160200,"To Achieve Minimum Profitability - Pension Funds - Social Security",0,"off_balance",,"Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social"
"co_puc_160205",160205,"To Achieve Minimum Profitability - Pension Funds - Social Security",1,"asset_receivable","1008_1315_N","Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social"
"co_puc_160295",160295,"Others to Achieve Minimum Profitability - Pension Funds - Social Security",1,"asset_receivable","1008_1315_N","Otras Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social"
"co_puc_160400",160400,"Commercial Checking Accounts",0,"off_balance",,"Cuentas Corrientes Comerciales "
"co_puc_160405",160405,"Commercial Checking Accounts",1,"asset_receivable","1008_1315_N","Cuentas Corrientes Comerciales "
"co_puc_160495",160495,"Other Business Checking Accounts",1,"asset_receivable","1008_1315_N","Otras Cuentas Corrientes Comerciales "
"co_puc_160500",160500,"Interests",0,"off_balance",,"Intereses"
"co_puc_160505",160505,"Interbank Funds Sold and Resale Agreements",1,"asset_receivable","1008_1315_N","Fondos Interbancarios Vendidos Y Pactos De Reventa"
"co_puc_160510",160510,"Category A Normal Risk Housing",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Vivienda"
"co_puc_160512",160512,"Category B Acceptable Risk Housing",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Vivienda"
"co_puc_160514",160514,"Category C Appreciable Risk Housing",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Vivienda"
"co_puc_160516",160516,"Category D Significant Risk Housing",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Vivienda"
"co_puc_160518",160518,"Category E Risk of Bad Debt Housing",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Vivienda"
"co_puc_160520",160520,"Category A Risk Normal Consumption",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Consumo"
"co_puc_160522",160522,"Category B Acceptable Risk Consumption",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Consumo"
"co_puc_160524",160524,"Category C Appreciable Risk Consumption",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Consumo"
"co_puc_160526",160526,"Category D Significant Risk Consumption",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Consumo"
"co_puc_160528",160528,"Category E Risk of Bad Debts Consumption",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Consumo"
"co_puc_160530",160530,"Category A Normal Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Microcrédito"
"co_puc_160532",160532,"Category B Acceptable Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Microcrédito"
"co_puc_160534",160534,"Category C Appreciable Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Microcrédito"
"co_puc_160536",160536,"Category D Significant Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Microcrédito"
"co_puc_160538",160538,"Category E Risk of Bad Debt Microcredit",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Microcrédito"
"co_puc_160540",160540,"Category A Normal Commercial Risk",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Comercial"
"co_puc_160542",160542,"Category B Commercial Acceptable Risk",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Comercial"
"co_puc_160544",160544,"Category C Appreciable Commercial Risk",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Comercial"
"co_puc_160546",160546,"Category D Significant Commercial Risk",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Comercial"
"co_puc_160548",160548,"Category E Commercial Bad Debt Risk",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Comercial"
"co_puc_160550",160550,"Delay in Transfer of Severance Payments to Fna",1,"asset_receivable","1008_1315_N","Mora En Traslado De Cesantías Al Fna"
"co_puc_160555",160555,"Rate Differential",1,"asset_receivable","1008_1315_N","Diferencial De Tasas"
"co_puc_160560",160560,"Currency Contraction Deposits",1,"asset_receivable","1008_1315_N","Depósitos De Contracción Monetaria"
"co_puc_160595",160595,"Other interests",1,"asset_receivable","1008_1315_N","Otros Intereses"
"co_puc_160600",160600,"To Retroguarantors",0,"off_balance",,"A Retrogarantes"
"co_puc_160605",160605,"To Retroguarantors",1,"asset_receivable","1008_1315_N","A Retrogarantes"
"co_puc_160695",160695,"Others To Retroguarantors",1,"asset_receivable","1008_1315_N","Otros A Retrogarantes"
"co_puc_160700",160700,"Layoffs Caused Public Sector",0,"off_balance",,"Cesantías Causadas Sector Público"
"co_puc_160705",160705,"Layoffs Caused Public Sector",1,"asset_receivable","1008_1315_N","Cesantías Causadas Sector Público"
"co_puc_160795",160795,"Other Layoffs Caused Public Sector",1,"asset_receivable","1008_1315_N","Otras Cesantías Causadas Sector Público"
"co_puc_160800",160800,"Financial Component Financial Leasing Operations",0,"off_balance",,"Componente Financiero Operaciones De Leasing Financiero"
"co_puc_160810",160810,"Category A Normal Risk Housing Leasing",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Leasing Habitacional"
"co_puc_160812",160812,"Category B Acceptable Risk Housing Leasing",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Leasing Habitacional"
"co_puc_160814",160814,"Category C Appreciable Risk Housing Leasing",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Leasing Habitacional"
"co_puc_160816",160816,"Category D Significant Risk Housing Leasing",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Leasing Habitacional"
"co_puc_160818",160818,"Category E Risk of Bad Debt Housing Leasing",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Leasing Habitacional"
"co_puc_160820",160820,"Category A Risk Normal Consumption",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Consumo"
"co_puc_160822",160822,"Category B Acceptable Risk Consumption",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Consumo"
"co_puc_160824",160824,"Category C Appreciable Risk Consumption",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Consumo"
"co_puc_160826",160826,"Category D Significant Risk Consumption",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Consumo"
"co_puc_160828",160828,"Category E Risk of Bad Debts Consumption",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Consumo"
"co_puc_160830",160830,"Category A Normal Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Microcrédito"
"co_puc_160832",160832,"Category B Acceptable Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Microcrédito"
"co_puc_160834",160834,"Category C Appreciable Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Microcrédito"
"co_puc_160836",160836,"Category D Significant Risk Microcredit",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Microcrédito"
"co_puc_160838",160838,"Category E Risk of Bad Debt Microcredit",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Microcrédito"
"co_puc_160840",160840,"Category A Normal Commercial Risk",1,"asset_receivable","1008_1315_N","Categoría A Riesgo Normal Comercial"
"co_puc_160842",160842,"Category B Commercial Acceptable Risk",1,"asset_receivable","1008_1315_N","Categoría B Riesgo Aceptable Comercial"
"co_puc_160844",160844,"Category C Appreciable Commercial Risk",1,"asset_receivable","1008_1315_N","Categoría C Riesgo Apreciable Comercial"
"co_puc_160846",160846,"Category D Significant Commercial Risk",1,"asset_receivable","1008_1315_N","Categoría D Riesgo Significativo Comercial"
"co_puc_160848",160848,"Category E Commercial Bad Debt Risk",1,"asset_receivable","1008_1315_N","Categoría E Riesgo De Incobrabilidad Comercial"
"co_puc_160895",160895,"Other Financial Component Financial Leasing Operations",1,"asset_receivable","1008_1315_N","Otro Componente Financiero Operaciones De Leasing Financiero"
"co_puc_160900",160900,"Dividends and Shares",0,"off_balance",,"Dividendos Y Participaciones"
"co_puc_160905",160905,"Parent Subsidiaries Subsidiaries",1,"asset_receivable","1008_1315_N","Matriz Filiales Subsidiarias"
"co_puc_160910",160910,"Other Legal Entities",1,"asset_receivable","1008_1315_N","Otras Personas Jurídicas"
"co_puc_160995",160995,"Other Dividends and Shares",1,"asset_receivable","1008_1315_N","Otros Dividendos Y Participaciones"
"co_puc_161000",161000,"commissions",0,"off_balance",,"Comisiones"
"co_puc_161005",161005,"Bank Acceptances",1,"asset_receivable","1008_1315_N","Aceptaciones Bancarias"
"co_puc_161010",161010,"Credit letters",1,"asset_receivable","1008_1315_N","Cartas De Crédito"
"co_puc_161015",161015,"Endorsements",1,"asset_receivable","1008_1315_N","Avales"
"co_puc_161020",161020,"Bank Guarantees",1,"asset_receivable","1008_1315_N","Garantías Bancarias"
"co_puc_161025",161025,"Banking Services",1,"asset_receivable","1008_1315_N","Servicios Bancarios"
"co_puc_161030",161030,"Trust Businesses",1,"asset_receivable","1008_1315_N","Negocios Fiduciarios"
"co_puc_161035",161035,"Spins",1,"asset_receivable","1008_1315_N","Giros"
"co_puc_161040",161040,"Use Payment Methods Other Than Cash",1,"asset_receivable","1008_1315_N","Uso Medios De Pago Diferentes De Efectivo"
"co_puc_161042",161042,"Severance Fund Administration Short-Term Portfolio",1,"asset_receivable","1008_1315_N","Administración Fondo De Cesantía Portafolio De Corto Plazo"
"co_puc_161044",161044,"Severance Fund Administration Long-Term Portfolio",1,"asset_receivable","1008_1315_N","Administración Fondo De Cesantía Portafolio De Largo Plazo"
"co_puc_161046",161046,"Mandatory Pension Fund Administration",1,"asset_receivable","1008_1315_N","Administración Fondo De Pensiones Obligatorias"
"co_puc_161048",161048,"Pension Administration for Scheduled Retirement",1,"asset_receivable","1008_1315_N","Administración Pensiones Por Retiro Programado "
"co_puc_161050",161050,"Administration Resources Laidoff Affiliates",1,"asset_receivable","1008_1315_N","Administración Recursos Afiliados Cesantes"
"co_puc_161052",161052,"Voluntary Pension Fund Administration",1,"asset_receivable","1008_1315_N","Administración Fondo De Pensiones Voluntarias"
"co_puc_161054",161054,"Administration of Pension Liabilities Territorial Entities and Their Decentralized Entities",1,"asset_receivable","1008_1315_N","Administración Pasivos Pensionales Entidades Territoriales Y Sus Descentralizadas"
"co_puc_161056",161056,"Fonpet Administration",1,"asset_receivable","1008_1315_N","Administración Fonpet"
"co_puc_161058",161058,"Administration of Pension Liabilities Due to Economic Reactivation",1,"asset_receivable","1008_1315_N","Administración Pasivos Pensionales Por Reactivación Económica"
"co_puc_161060",161060,"Privatizations",1,"asset_receivable","1008_1315_N","Privatizaciones"
"co_puc_161065",161065,"Capital Guarantee",1,"asset_receivable","1008_1315_N","Capital Garantía"
"co_puc_161070",161070,"Credit Card Handling Fees",1,"asset_receivable","1008_1315_N","Cuotas De Manejo De Tarjetas De Crédito"
"co_puc_161095",161095,"Other Commissions",1,"asset_receivable","1008_1315_N","Otras Comisiones"
"co_puc_161100",161100,"Storage Services",0,"off_balance",,"Servicios De Almacenaje"
"co_puc_161105",161105,"Own Warehouse Warehouse",1,"asset_receivable","1008_1315_N","Almacén Bodegas Propias"
"co_puc_161110",161110,"Private Warehouse Warehouse",1,"asset_receivable","1008_1315_N","Almacén Bodegas Particulares"
"co_puc_161115",161115,"Warehouse Goods in Transit",1,"asset_receivable","1008_1315_N","Almacén Mercancías En Transito"
"co_puc_161120",161120,"Warehouse Silos",1,"asset_receivable","1008_1315_N","Almacén Silos"
"co_puc_161125",161125,"Customs Agency",1,"asset_receivable","1008_1315_N","Agenciamiento Aduanero"
"co_puc_161130",161130,"Purchase and Sale Operations",1,"asset_receivable","1008_1315_N","Operaciones Compra Venta"
"co_puc_161135",161135,"Management and Distribution",1,"asset_receivable","1008_1315_N","Manejo Y Distribución"
"co_puc_161140",161140,"Goods Treatment",1,"asset_receivable","1008_1315_N","Tratamiento De Mercancías"
"co_puc_161145",161145,"Mobilization and Transportation of Goods",1,"asset_receivable","1008_1315_N","Movilización Y Transporte De Mercancías"
"co_puc_161150",161150,"Storage",1,"asset_receivable","1008_1315_N","Almacenaje "
"co_puc_161195",161195,"Other Storage Services",1,"asset_receivable","1008_1315_N","Otros Servicios De Almacenaje"
"co_puc_161200",161200,"Leases",0,"off_balance",,"Arrendamientos"
"co_puc_161205",161205,"Of Own Assets",1,"asset_receivable","1008_1315_N","De Bienes Propios"
"co_puc_161210",161210,"Of Assets Awarded",1,"asset_receivable","1008_1315_N","De Bienes Adjudicados"
"co_puc_161295",161295,"Other Leases",1,"asset_receivable","1008_1315_N","Otros Arrendamientos"
"co_puc_161300",161300,"Fees for Assets Given in Operational Leasing",0,"off_balance",,"Cánones De Bienes Dados En Leasing Operacional"
"co_puc_161305",161305,"Category A - Normal Consumer Credit",1,"asset_receivable","1008_1315_N","Categoría  A - Crédito Normal Consumo"
"co_puc_161310",161310,"Category B - Acceptable Credit Consumer",1,"asset_receivable","1008_1315_N","Categoría  B - Crédito Aceptable Consumo"
"co_puc_161315",161315,"Category C - Appreciable Consumer Credit",1,"asset_receivable","1008_1315_N","Categoría  C - Crédito Apreciable Consumo"
"co_puc_161320",161320,"Category D - Significant Consumer Credit",1,"asset_receivable","1008_1315_N","Categoría  D - Crédito Significativo Consumo"
"co_puc_161325",161325,"Category E - Unrecoverable Consumer Credit",1,"asset_receivable","1008_1315_N","Categoría  E - Crédito Irrecuperable Consumo"
"co_puc_161330",161330,"Category A - Normal Commercial Credit",1,"asset_receivable","1008_1315_N","Categoría  A - Crédito Normal Comercial"
"co_puc_161335",161335,"Category B - Commercial Acceptable Credit",1,"asset_receivable","1008_1315_N","Categoría  B - Crédito Aceptable Comercial"
"co_puc_161340",161340,"Category C - Appreciable Commercial Credit",1,"asset_receivable","1008_1315_N","Categoría  C - Crédito Apreciable Comercial"
"co_puc_161345",161345,"Category D - Significant Commercial Credit",1,"asset_receivable","1008_1315_N","Categoría  D - Crédito Significativo Comercial"
"co_puc_161350",161350,"Category E - Commercial Unrecoverable Credit",1,"asset_receivable","1008_1315_N","Categoría  E - Crédito Irrecuperable Comercial"
"co_puc_161355",161355,"Category A - Normal Credit Microcredits",1,"asset_receivable","1008_1315_N","Categoría  A - Crédito Normal Microcréditos"
"co_puc_161360",161360,"Category B - Acceptable Credit Microcredits",1,"asset_receivable","1008_1315_N","Categoría  B - Crédito Aceptable Microcréditos"
"co_puc_161365",161365,"Category C - Appreciable Credit Microcredits",1,"asset_receivable","1008_1315_N","Categoría  C - Crédito Apreciable Microcréditos"
"co_puc_161370",161370,"Category D - Significant Credit Microcredits",1,"asset_receivable","1008_1315_N","Categoría  D - Crédito Significativo Microcréditos"
"co_puc_161375",161375,"Category E - Unrecoverable Credit Microcredits",1,"asset_receivable","1008_1315_N","Categoría  E - Crédito Irrecuperable Microcréditos"
"co_puc_161395",161395,"Other Fees for Assets Given in Operational Leasing",1,"asset_receivable","1008_1315_N","Otros Cánones De Bienes Dados En Leasing Operacional"
"co_puc_161400",161400,"Sale of Goods and Services",0,"off_balance",,"Venta De Bienes Y Servicios"
"co_puc_161405",161405,"Estate",1,"asset_receivable","1008_1315_N","Bienes"
"co_puc_161410",161410,"Services",1,"asset_receivable","1008_1315_N","Servicios"
"co_puc_161415",161415,"Transfer of Compensation and Settlement Funds",1,"asset_receivable","1008_1315_N","Transferencia De Fondos De Compensación Y Liquidación "
"co_puc_161495",161495,"Other Sale of Goods and Services",1,"asset_receivable","1008_1315_N","Otra Venta De Bienes Y Servicios"
"co_puc_161600",161600,"Debtors",0,"off_balance",,"Deudores"
"co_puc_161605",161605,"Fee",1,"asset_receivable","1008_1315_N","Honorarios "
"co_puc_161610",161610,"Services",1,"asset_receivable","1008_1315_N","Servicios"
"co_puc_161615",161615,"Securities Financing",1,"asset_receivable","1008_1315_N","Financiación De Valores"
"co_puc_161620",161620,"Interests",1,"asset_receivable","1008_1315_N","Intereses                       "
"co_puc_161625",161625,"Redemptions",1,"asset_receivable","1008_1315_N","Redenciones"
"co_puc_161630",161630,"Price for Temporary Transfer of Values",1,"asset_receivable","1008_1315_N","Precio Por Transferencia Temporal De Valores"
"co_puc_161695",161695,"Other Debtors",1,"asset_receivable","1008_1315_N","Otros Deudores"
"co_puc_161700",161700,"For Settlement of Operations with Derivatives",0,"off_balance",,"Por Liquidación De Operaciones Con Derivados"
"co_puc_161705",161705,"Banks",1,"asset_receivable","1008_1315_N","Bancos"
"co_puc_161710",161710,"Financial Corporations",1,"asset_receivable","1008_1315_N","Corporaciones Financieras"
"co_puc_161715",161715,"Stock Exchange Commission Companies",1,"asset_receivable","1008_1315_N","Sociedades Comisionistas De Bolsa De Valores"
"co_puc_161795",161795,"Others Due to Settlement of Derivative Operations",1,"asset_receivable","1008_1315_N","Otros Por Liquidación De Operaciones Con Derivados"
"co_puc_161800",161800,"Stock Market and Agriculture",0,"off_balance",,"Bolsa De Valores Y Agropecuarias"
"co_puc_161805",161805,"Commissions Receivable",1,"asset_receivable","1008_1315_N","Comisiones Por Cobrar "
"co_puc_161895",161895,"Other Stock Market and Agricultural Concepts",1,"asset_receivable","1008_1315_N","Otros Conceptos Bolsa De Valores Y Agropecuarias"
"co_puc_161900",161900,"Stock Market and Agricultural Commission Agents",0,"off_balance",,"Comisionistas De Bolsa De Valores Y Agropecuarias"
"co_puc_161905",161905,"Stock Market Services To Be Settled",1,"asset_receivable","1008_1315_N","Servicios De Bolsa Por Liquidar"
"co_puc_161910",161910,"Agricultural Clearing House Services To Be Liquidated",1,"asset_receivable","1008_1315_N","Servicios De Cámara De Compensación Agropecuarias Por Liquidar"
"co_puc_161995",161995,"Other Stock Market and Agricultural Commission Concepts",1,"asset_receivable","1008_1315_N","Otros Conceptos Comisionistas De Bolsa De Valores Y Agropecuarias"
"co_puc_162000",162000,"Issuers of Securities and Securities on Agricultural and Agroindustrial Products",0,"off_balance",,"Emisores De Valores Y De Títulos Sobre Productos Agropecuarios Y Agroindustriales"
"co_puc_162005",162005,"Title Registration",1,"asset_receivable","1008_1315_N","Inscripción De Títulos"
"co_puc_162010",162010,"Registration of Titles on and Agricultural Products",1,"asset_receivable","1008_1315_N","Inscripción De Títulos Sobre Y Productos Agropecuarios"
