"id","code","name","name@esp","group_id:id","opening_balance","reconcile","account_type","tag_ids:id"
"co_com_puc_235599",235599,"Impairment of Debts with Shareholders or Partners","Deterioro Deudas Con Accionistas O Socios","group_2_2_obl_fin",,1,"asset_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_235700",235700,"Debts with Directors","Deudas Con Directores",,,0,"off_balance",
"co_com_puc_235705",235705,"Debts with Directors","Deudas Con Directores","group_2_2_obl_fin",,1,"asset_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_235795",235795,"Other Debts With Directors","Otras Deudas Con Directores","group_2_2_obl_fin",,1,"asset_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_235799",235799,"Impairment of Debts with Directors","Deterioro Deudas Con Directores","group_2_2_obl_fin",,1,"asset_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_236000",236000,"Dividends Or Shares Payable","Dividendos O Participaciones Por Pagar",,,0,"off_balance",
"co_com_puc_236005",236005,"Dividends","Dividendos","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_236010",236010,"Holdings","Participaciones","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_236095",236095,"Other Dividends Or Shares Payable","Otros Dividendos O Participaciones Por Pagar","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_236099",236099,"Impairment of Dividends or Shares Payable","Deterioro Dividendos O Participaciones Por Pagar","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2202_N"
"co_com_puc_236500",236500,"Withholding At Source","Retención En La Fuente",,,0,"off_balance",
"co_com_puc_236505",236505,"Salaries and Labor Payments","Salarios Y Pagos Laborales","group_2_4_imp_cor",-104000,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236510",236510,"Dividends And/Or Shares","Dividendos Y/O Participaciones","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236515",236515,"Fee","Honorarios","group_2_4_imp_cor",-5928615,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236520",236520,"commissions","Comisiones","group_2_4_imp_cor",-19227125,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236525",236525,"Services","Servicios","group_2_4_imp_cor",-1562343,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236530",236530,"Leases","Arrendamientos","group_2_4_imp_cor",-1203142,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236535",236535,"Financial performances","Rendimientos Financieros","group_2_4_imp_cor",-933402160,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236540",236540,"Shopping","Compras","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236545",236545,"Lotteries"," Raffles","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236550",236550,"For Payments Abroad","Por Pagos Al Exterior","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236555",236555,"For Income Obtained Abroad","Por Ingresos Obtenidos En El Exterior","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236560",236560,"Disposal of Properties"," Plant and Equipment","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236565",236565,"By Stamp Duty","Por Impuesto De Timbre","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236570",236570,"Other Withholdings and Assets","Otras Retenciones Y Patrimonio","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236575",236575,"Self-holds","Autorretenciones","group_2_4_imp_cor",-404040,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236595",236595,"Other Withholding at Source","Otras Retención En La Fuente","group_2_4_imp_cor",-39185733.92,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236599",236599,"Deterioration Retention At Source","Deterioro Retención En La Fuente","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236700",236700,"Sales Tax Withheld","Impuesto A Las Ventas Retenido",,,0,"off_balance",
"co_com_puc_236705",236705,"Sales Tax Withheld","Impuesto A Las Ventas Retenido","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236710",236710,"VAT Withheld from the Common Regime","Iva Retenido Al Rágimen Com??n","group_2_4_imp_cor",,1,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236795",236795,"Other Sales Tax Withheld","Otro Impuesto A Las Ventas Retenido","group_2_4_imp_cor",,1,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236799",236799,"Impairment Other Sales Tax Withheld","Deterioro Otro Impuesto A Las Ventas Retenido","group_2_4_imp_cor",,1,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236800",236800,"Withheld Industry and Commerce Tax","Impuesto De Industria Y Comercio Retenido",,,0,"off_balance",
"co_com_puc_236805",236805,"Withheld Industry and Commerce Tax","Impuesto De Industria Y Comercio Retenido","group_2_4_imp_cor",-6331270.88,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236895",236895,"Other Industry and Commerce Tax Withheld","Otro Impuesto De Industria Y Comercio Retenido","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_236899",236899,"Impairment Other Industry and Commerce Tax Withheld","Deterioro Otro Impuesto De Industria Y Comercio Retenido","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_237000",237000,"Withholdings and Payroll Contributions","Retenciones Y Aportes De Námina",,,0,"off_balance",
"co_com_puc_237005",237005,"Contributions to Health Promotion Entities, Eps","Aportes A Entidades Promotoras De Salud Eps","group_2_4_imp_cor",-3509000,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237006",237006,"Contributions to Professional Risk Administrators, Erp","Aportes A Administradoras De Riesgos Profesionales Arp","group_2_4_imp_cor",-476500,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237010",237010,"Contributions to the Icbf, Sena and Compensation Funds","Aportes Al Icbf Sena Y Cajas De Compensación","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237015",237015,"Contributions to the Fic","Aportes Al Fic","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237025",237025,"Judicial Attachments","Embargos Judiciales","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237030",237030,"Pending","Libranzas","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237035",237035,"Unions","Sindicatos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237040",237040,"Cooperatives","Cooperativas","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237045",237045,"Money","Fondos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237095",237095,"Other Withholdings and Payroll Contributions","Otras Retenciones Y Aportes De Námina","group_2_4_imp_cor",-3117800,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_237500",237500,"Refundable Fees","Cuotas Por Devolver",,,0,"off_balance",
"co_com_puc_237505",237505,"Refundable Fees","Cuotas Por Devolver","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_237595",237595,"Other Fees to Repay","Otras Cuotas Por Devolver","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_237599",237599,"Impairment Fees to be returned","Deterioro Cuotas Por Devolver","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238000",238000,"Various creditors","Acreedores Varios",,,0,"off_balance",
"co_com_puc_238005",238005,"Depositaries","Depositarios","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238010",238010,"Bag Commission Agents","Comisionistas De Bolsas","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238015",238015,"Management Company-Investment Funds","Sociedad Administradora-Fondos De Inversión","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238020",238020,"Refunds Payable","Reintegros Por Pagar","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238025",238025,"Perseverance Fund","Fondo De Perseverancia","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238030",238030,"Severance and/or Pension Funds","Fondos De Cesantáas Y/O Pensiones","group_2_2_obl_fin",-12832300,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238035",238035,"Donations Assigned Payable","Donaciones Asignadas Por Pagar","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238095",238095,"Other Various Creditors","Otros Acreedores Varios","group_2_2_obl_fin",-106302626010.28,1,"asset_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_238099",238099,"Impairment Various Creditors","Deterioro Acreedores Varios","group_2_2_obl_fin",,1,"asset_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_240000",240000,"Taxes","Impuestos Gravámenes Y Tasas",,,0,"off_balance",
"co_com_puc_240400",240400,"Income and complementary","De Renta Y Complementarios",,,0,"off_balance",
"co_com_puc_240405",240405,"Current Tax Validity","Vigencia Fiscal Corriente","group_2_2_obl_fin",-770782350.64,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_240410",240410,"Previous Tax Validities","Vigencias Fiscales Anteriores","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_240495",240495,"Other Income and Complementary","Otros De Renta Y Complementarios","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_240499",240499,"Impairment of Income and Complementaries","Deterioro De Renta Y Complementarios","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_240800",240800,"Sales Tax Payable","Impuesto Sobre Las Ventas Por Pagar",,,0,"off_balance",
"co_com_puc_240805",240805,"Sales Tax Payable","Impuesto Sobre Las Ventas Por Pagar","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_240895",240895,"Other Sales Tax Payable","Otro Impuesto Sobre Las Ventas Por Pagar","group_2_4_imp_cor",,1,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_240899",240899,"Impairment Impairment Other Sales Tax Payable","Deterioro Deterioro Otro Impuesto Sobre Las Ventas Por Pagar","group_2_4_imp_cor",,1,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241200",241200,"Industry and Commerce","De Industria Y Comercio",,,0,"off_balance",
"co_com_puc_241205",241205,"Current Tax Validity","Vigencia Fiscal Corriente","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241210",241210,"Previous Tax Validities","Vigencias Fiscales Anteriores","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241295",241295,"Other Industry and Commerce Tax","Otro Impuesto De Industria Y Comercio","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241299",241299,"Impairment Other Industry and Commerce Tax","Deterioro Otro Impuesto De Industria Y Comercio","group_2_2_obl_fin",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241600",241600,"To Real Estate","A La Propiedad Raáz",,,0,"off_balance",
"co_com_puc_241605",241605,"To Real Estate","A La Propiedad Raáz","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241695",241695,"Other Real Property Tax","Otro Impuesto A La Propiedad Raáz","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_241699",241699,"Impairment Other Real Property Tax","Deterioro Otro Impuesto A La Propiedad Raáz","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242000",242000,"Rights on Public Instruments","Derechos Sobre Instrumentos P??blicos",,,0,"off_balance",
"co_com_puc_242005",242005,"Rights on Public Instruments","Derechos Sobre Instrumentos P??blicos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_242095",242095,"Other Rights on Public Instruments","Otros Derechos Sobre Instrumentos P??blicos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_242099",242099,"Deterioration of Rights on Public Instruments","Deterioro Derechos Sobre Instrumentos P??blicos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2206_N"
"co_com_puc_242400",242400,"Valuation","De Valorización",,,0,"off_balance",
"co_com_puc_242405",242405,"Current Tax Validity","Vigencia Fiscal Corriente","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242410",242410,"Previous Tax Validities","Vigencias Fiscales Anteriores","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242495",242495,"Other Valuation Taxes","Otros Impuestos De Valorización","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242499",242499,"Impairment Valuation Taxes","Deterioro Impuestos De Valorización","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242800",242800,"Tourism","De Turismo",,,0,"off_balance",
"co_com_puc_242805",242805,"Tourism","De Turismo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242895",242895,"Other Tourism Taxes","Otros Impuestos De Turismo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_242899",242899,"Impairment of Tourism Taxes","Deterioro Impuestos De Turismo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243200",243200,"Port Use Fee","Tasa Por Utilización De Puertos",,,0,"off_balance",
"co_com_puc_243205",243205,"Port Use Fee","Tasa Por Utilización De Puertos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243295",243295,"Another Fee For Use Of Ports","Otra Tasa Por Utilización De Puertos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243299",243299,"Deterioration Deterioration Deterioration Deterioration Other Fee for Use of Ports","Deterioro Deterioro Deterioro Deterioro Otra Tasa Por Utilización De Puertos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243600",243600,"Vehicular","De Veháculos",,,0,"off_balance",
"co_com_puc_243605",243605,"Current Tax Validity","Vigencia Fiscal Corriente","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243610",243610,"Previous Tax Validities","Vigencias Fiscales Anteriores","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243695",243695,"Other Vehicle Tax","Otro Impuesto De Veháculos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_243699",243699,"Impairment Other Vehicle Tax","Deterioro Otro Impuesto De Veháculos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244000",244000,"Of Public Entertainment","De Espectáculos P??blicos",,,0,"off_balance",
"co_com_puc_244005",244005,"Of Public Entertainment","De Espectáculos P??blicos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244095",244095,"Another Public Entertainment Tax","Otro Impuesto De Espectáculos P??blicos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244099",244099,"Impairment Other Public Entertainment Tax","Deterioro Otro Impuesto De Espectáculos P??blicos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244400",244400,"Hydrocarbons and Mines","De Hidrocarburos Y Minas",,,0,"off_balance",
"co_com_puc_244405",244405,"Of Hydrocarbons","De Hidrocarburos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244410",244410,"Of Mines","De Minas","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244495",244495,"Another Tax on Hydrocarbons and Mines","Otro Impuesto De Hidrocarburos Y Minas","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244499",244499,"Impairment of Another Tax on Hydrocarbons and Mines","Deterioro Otro Impuesto De Hidrocarburos Y Minas","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244800",244800,"Royalties and Taxes on Small and Medium Mining","Regaláas E Impuestos A La Pequeáa Y Mediana Minería",,,0,"off_balance",
"co_com_puc_244805",244805,"Royalties and Taxes on Small and Medium Mining","Regaláas E Impuestos A La Pequeáa Y Mediana Minería","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244895",244895,"Other Royalties and Taxes on Small and Medium Mining","Otras Regaláas E Impuestos A La Pequeáa Y Mediana Minería","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_244899",244899,"Deterioration of Royalties and Taxes on Small and Medium Mining","Deterioro Regaláas E Impuestos A La Pequeáa Y Mediana Minería","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_245200",245200,"To Coffee Exports","A Las Exportaciones Cafeteras",,,0,"off_balance",
"co_com_puc_245205",245205,"To Coffee Exports","A Las Exportaciones Cafeteras","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_245295",245295,"Another Tax on Coffee Exports","Otro Impuesto A Las Exportaciones Cafeteras","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_245299",245299,"Deterioration of Another Tax on Coffee Exports","Deterioro Otro Impuesto A Las Exportaciones Cafeteras","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_245600",245600,"To Imports","A Las Importaciones",,,0,"off_balance",
"co_com_puc_245605",245605,"To Imports","A Las Importaciones","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_245695",245695,"Other Import Tax","Otro Impuesto A Las Importaciones","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_245699",245699,"Impairment Other Import Tax","Deterioro Otro Impuesto A Las Importaciones","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246000",246000,"Promotion Fees","Cuotas De Fomento",,,0,"off_balance",
"co_com_puc_246005",246005,"Promotion Fees","Cuotas De Fomento","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246095",246095,"Another Tax on Development Fees","Otro Impuesto A Cuotas De Fomento","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246099",246099,"Deterioration of Another Tax on Development Fees","Deterioro Otro Impuesto A Cuotas De Fomento","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246400",246400,"Liquor,  Beer and Cigarettes","De Licores Cervezas Y Cigarrillos",,,0,"off_balance",
"co_com_puc_246405",246405,"Of Liquors","De Licores","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246410",246410,"Of Beers","De Cervezas","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246415",246415,"Cigarettes","De Cigarrillos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246495",246495,"Another Tax on Liquor,  Beer and Cigarettes","Otro Impuesto De Licores Cervezas Y Cigarrillos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246499",246499,"Impairment of Another Tax on Liquor,  Beer and Cigarettes","Deterioro Otro Impuesto De Licores Cervezas Y Cigarrillos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246800",246800,"To the slaughter of cattle","Al Sacrificio De Ganado",,,0,"off_balance",
"co_com_puc_246805",246805,"To the slaughter of cattle","Al Sacrificio De Ganado","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246895",246895,"Another Tax on Livestock Slaughter","Otro Impuesto Al Sacrificio De Ganado","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_246899",246899,"Impairment Other Tax on Livestock Slaughter","Deterioro Otro Impuesto Al Sacrificio De Ganado","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_247200",247200,"Random And Games","Al Azar Y Juegos",,,0,"off_balance",
"co_com_puc_247205",247205,"Random And Games","Al Azar Y Juegos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_247295",247295,"Another Random Tax And Games","Otro Impuesto Al Azar Y Juegos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_247299",247299,"Impairment Impairment Other Random Tax And Games","Deterioro Deterioro Otro Impuesto Al Azar Y Juegos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_247600",247600,"Taxes and Royalties for Land Use","Gravámenes Y Regaláas Por Utilización Del Suelo",,,0,"off_balance",
"co_com_puc_247605",247605,"Taxes and Royalties for Land Use","Gravámenes Y Regaláas Por Utilización Del Suelo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_247695",247695,"Other Taxes and Royalties for Land Use","Otros Gravámenes Y Regaláas Por Utilización Del Suelo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_247699",247699,"Deterioration Taxes and Royalties Due to Land Use","Deterioro Gravámenes Y Regaláas Por Utilización Del Suelo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_249500",249500,"Others","Otros",,,0,"off_balance",
"co_com_puc_249505",249505,"Others","Otros","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_249510",249510,"National Consumption Tax","Impuesto Nacional Al Consumo","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_249595",249595,"Other taxes","Otros Impuestos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_249599",249599,"Impairment Taxes","Deterioro Impuestos","group_2_4_imp_cor",,0,"liability_current","l10n_co_account.aat_1009_2204_N"
"co_com_puc_250000",250000,"Labor obligations","Obligaciones Laborales",,,0,"off_balance",
"co_com_puc_250500",250500,"Salaries to pay","Salarios Por Pagar",,,0,"off_balance",
"co_com_puc_250505",250505,"Salaries to pay","Salarios Por Pagar","group_2_3_ben_emp",-50000,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_250595",250595,"Other Wages Payable","Otros Salarios Por Pagar","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_250599",250599,"Deterioration of Wages Payable","Deterioro Salarios Por Pagar","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251000",251000,"Consolidated Severance","Cesantáas Consolidadas",,,0,"off_balance",
"co_com_puc_251005",251005,"Previous Labor Law","Ley Laboral Anterior","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251010",251010,"Law 50 of 1990 and Subsequent Regulations","Ley 50 De 1990 Y Normas Posteriores","group_2_3_ben_emp",-56847037.73,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251095",251095,"Other Consolidated Severances","Otras Cesantáas Consolidadas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251099",251099,"Impairment Consolidated Severance","Deterioro Cesantáas Consolidadas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251500",251500,"Interest on Severance Payments","Intereses Sobre Cesantáas",,,0,"off_balance",
"co_com_puc_251505",251505,"Interest on Severance Payments","Intereses Sobre Cesantáas","group_2_3_ben_emp",-6198863.2,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251595",251595,"Other Interests on Severance","Otros Intereses Sobre Cesantáas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_251599",251599,"Impairment Interest on Severance Payments","Deterioro Intereses Sobre Cesantáas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_252000",252000,"Premium services","Prima De Servicios",,,0,"off_balance",
"co_com_puc_252005",252005,"Premium services","Prima De Servicios","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_252095",252095,"Other Premium Services","Otras Prima De Servicios","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_252099",252099,"Premium Impairment of Services","Deterioro Prima De Servicios","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_252500",252500,"Consolidated Vacations","Vacaciones Consolidadas",,,0,"off_balance",
"co_com_puc_252505",252505,"Consolidated Vacations","Vacaciones Consolidadas","group_2_3_ben_emp",-29804385.5,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_252595",252595,"Other Consolidated Vacations","Otras Vacaciones Consolidadas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_252599",252599,"Impairment of Consolidated Vacations","Deterioro Vacaciones Consolidadas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_253000",253000,"Extralegal Benefits","Prestaciones Extralegales",,,0,"off_balance",
"co_com_puc_253005",253005,"Cousins","Primas","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_253010",253010,"Aid","Auxilios","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_253015",253015,"Endowment and Supply to Workers","Dotación Y Suministro A Trabajadores","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_253020",253020,"Bonuses","Bonificaciones","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
"co_com_puc_253025",253025,"Insurance","Seguros","group_2_3_ben_emp",,0,"liability_current","l10n_co_account.aat_1009_2205_N"
