"id","code","name","reconcile","account_type","tag_ids/name","name@es",,
"co_puc_144210",144210,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144215",144215,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144220",144220,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144225",144225,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_144300",144300,"Consumer Credit Interest",0,"off_balance",,"Intereses Creditos De Consumo",,
"co_puc_144305",144305,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_144310",144310,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144315",144315,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144320",144320,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144325",144325,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_144400",144400,"Payments on behalf of Associates - Consumer Credits",0,"off_balance",,"Pagos Por Cuenta De Asociados - Creditos Consumo",,
"co_puc_144405",144405,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_144410",144410,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144415",144415,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144420",144420,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144425",144425,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_144500",144500,"Consumer Credit Impairment (Cr)",0,"off_balance",,"Deterioro Creditos De Consumo (Cr)",,
"co_puc_144505",144505,"Category A Normal Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Garantia Admisible",,
"co_puc_144510",144510,"Category A Normal Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Otras Garantias",,
"co_puc_144515",144515,"Category B Acceptable Risk Acceptable Guarantee",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Garantia Admisible",,
"co_puc_144520",144520,"Category B Acceptable Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Otras Garantias",,
"co_puc_144525",144525,"Category C Appreciable Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Garantia Admisible",,
"co_puc_144530",144530,"Category C Appreciable Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Otras Garantias",,
"co_puc_144535",144535,"Category D Significant Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Garantia Admisible",,
"co_puc_144540",144540,"Category D Significant Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Otras Garantias",,
"co_puc_144545",144545,"Category E Bad Debt Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad Garantia Admisible",,
"co_puc_144550",144550,"Category E Risk of Bad Debt Other Guarantees",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad Otras Garantias",,
"co_puc_144600",144600,"Consumer Credit Interest Impairment (Cr)",0,"off_balance",,"Deterioro Intereses Creditos De Consumo (Cr)",,
"co_puc_144605",144605,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_144610",144610,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144615",144615,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144620",144620,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144625",144625,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_144700",144700,"Impairment Payment on behalf of Associates - Consumer Credits (Cr)",0,"off_balance",,"Deterioro Pago Por Cuenta De Asociados - Creditos De Consumo (Cr)",,
"co_puc_144705",144705,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_144710",144710,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144715",144715,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144720",144720,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144725",144725,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_144800",144800,"Real Estate Microcredit",0,"off_balance",,"Microcredito Inmobiliario",,
"co_puc_144805",144805,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_144810",144810,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144815",144815,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144820",144820,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144825",144825,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_144900",144900,"Real Estate Microcredit Interests",0,"off_balance",,"Intereses Microcredito Inmobiliario",,
"co_puc_144905",144905,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_144910",144910,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_144915",144915,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_144920",144920,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_144925",144925,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145000",145000,"Payments on behalf of Associates - Real Estate Microcredit",0,"off_balance",,"Pagos Por Cuenta De Asociados - Microcredito Inmobiliario",,
"co_puc_145005",145005,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145010",145010,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145015",145015,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145020",145020,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145025",145025,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145100",145100,"Real Estate Microcredit Impairment (Cr)",0,"off_balance",,"Deterioro Microcredito Inmobiliario (Cr)",,
"co_puc_145105",145105,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145110",145110,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145115",145115,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145120",145120,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145125",145125,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145200",145200,"Impairment of Interest on Real Estate Microcredit (Cr)",0,"off_balance",,"Deterioro Intereses Microcredito Inmobiliario (Cr)",,
"co_puc_145205",145205,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145210",145210,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145215",145215,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145220",145220,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145225",145225,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145300",145300,"Impairment of Payments on behalf of Associates - Real Estate Microcredit (Cr)",0,"off_balance",,"Deterioro Pagos Por Cuenta De Asociados - Microcredito Inmobiliario (Cr)",,
"co_puc_145305",145305,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145310",145310,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145315",145315,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145320",145320,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145325",145325,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145400",145400,"Business Microcredit - Admissible Guarantee",0,"off_balance",,"Microcredito Empresarial - Garantia Admisible",,
"co_puc_145405",145405,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145410",145410,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145415",145415,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145420",145420,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145425",145425,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145500",145500,"Business Microcredit - Other Guarantees",0,"off_balance",,"Microcredito Empresarial - Otras Garantias",,
"co_puc_145505",145505,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145510",145510,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145515",145515,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145520",145520,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145525",145525,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145600",145600,"Business Microcredit Interests",0,"off_balance",,"Intereses Microcredito Empresarial",,
"co_puc_145605",145605,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145610",145610,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145615",145615,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145620",145620,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145625",145625,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145700",145700,"Payments on behalf of Associates - Business Microcredit",0,"off_balance",,"Pagos Por Cuenta De Asociados - Microcredito Empresarial",,
"co_puc_145705",145705,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145710",145710,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145715",145715,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145720",145720,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145725",145725,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_145800",145800,"Deterioration of Business Microcredit (Cr)",0,"off_balance",,"Deterioro Microcredito Empresarial (Cr)",,
"co_puc_145805",145805,"Category A Normal Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Garantia Admisible",,
"co_puc_145810",145810,"Category A Normal Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Otras Garantias",,
"co_puc_145815",145815,"Category B Acceptable Risk Acceptable Guarantee",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Garantia Admisible",,
"co_puc_145820",145820,"Category B Acceptable Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Otras Garantias",,
"co_puc_145825",145825,"Category C Appreciable Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Garantia Admisible",,
"co_puc_145830",145830,"Category C Appreciable Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Otras Garantias",,
"co_puc_145835",145835,"Category D Significant Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Garantia Admisible",,
"co_puc_145840",145840,"Category D Significant Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Otras Garantias",,
"co_puc_145845",145845,"Category E Bad Debt Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad Garantia Admisible",,
"co_puc_145850",145850,"Category E Risk of Bad Debt Other Guarantees",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad Otras Garantias",,
"co_puc_145900",145900,"Impairment of Business Microcredit Interests (Cr)",0,"off_balance",,"Deterioro Intereses Microcredito Empresarial (Cr)",,
"co_puc_145905",145905,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_145910",145910,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_145915",145915,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_145920",145920,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_145925",145925,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146000",146000,"Deterioration of Payments on behalf of Associates - Business Microcredit (Cr)",0,"off_balance",,"Deterioro Pagos Por Cuenta De Asociados - Microcredito Empresarial (Cr)",,
"co_puc_146005",146005,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146010",146010,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146015",146015,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146020",146020,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146025",146025,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146100",146100,"Commercial Credits - Admissible Guarantee",0,"off_balance",,"Creditos Comerciales - Garantia Admisible",,
"co_puc_146105",146105,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146110",146110,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146115",146115,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146120",146120,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146125",146125,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146200",146200,"Commercial Credits - Other Guarantees",0,"off_balance",,"Creditos Comerciales - Otras Garantias",,
"co_puc_146205",146205,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146210",146210,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146215",146215,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146220",146220,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146225",146225,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146300",146300,"Commercial Credit Interests",0,"off_balance",,"Intereses Creditos Comerciales",,
"co_puc_146305",146305,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146310",146310,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146315",146315,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146320",146320,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146325",146325,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146400",146400,"Payments on behalf of Associates -Commercial",0,"off_balance",,"Pagos Por Cuenta De Asociados -Comercial",,
"co_puc_146405",146405,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146410",146410,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146415",146415,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146420",146420,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146425",146425,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146500",146500,"Impairment of Commercial Credits (Cr)",0,"off_balance",,"Deterioro Creditos Comerciales (Cr)",,
"co_puc_146505",146505,"Category A Normal Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Garantia Admisible",,
"co_puc_146510",146510,"Category A Normal Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Otras Garantias",,
"co_puc_146515",146515,"Category B Acceptable Risk Acceptable Guarantee",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Garantia Admisible",,
"co_puc_146520",146520,"Category B Acceptable Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Otras Garantias",,
"co_puc_146525",146525,"Category C Appreciable Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Garantia Admisible",,
"co_puc_146530",146530,"Category C Appreciable Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Otras Garantias",,
"co_puc_146535",146535,"Category D Significant Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Garantia Admisible",,
"co_puc_146540",146540,"Category D Significant Risk Other Guarantees",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Otras Garantias",,
"co_puc_146545",146545,"Category E Bad Debt Risk Admissible Guarantee",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad Garantia Admisible",,
"co_puc_146550",146550,"Category E Risk of Bad Debt Other Guarantees",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad Otras Garantias",,
"co_puc_146600",146600,"Impairment of Interest on Commercial Credits (Cr)",0,"off_balance",,"Deterioro Intereses Creditos Comerciales (Cr)",,
"co_puc_146605",146605,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146610",146610,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146615",146615,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146620",146620,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146625",146625,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146700",146700,"Impairment Payments on behalf of Associates - Commercial Credits (Cr)",0,"off_balance",,"Deterioro Pagos Por Cuenta De Asociados - Creditos Comerciales (Cr)",,
"co_puc_146705",146705,"Category A Normal Risk",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal",,
"co_puc_146710",146710,"Category B Acceptable Risk",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable",,
"co_puc_146715",146715,"Category C Appreciable Risk",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable",,
"co_puc_146720",146720,"Category D Significant Risk",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo",,
"co_puc_146725",146725,"Category E Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad",,
"co_puc_146800",146800,"General Impairment of Credit Portfolio (Cr)",0,"off_balance",,"Deterioro General De Cartera De Creditos (Cr)",,
"co_puc_146805",146805,"General Impairment of Credit Portfolio (Cr)",1,"asset_current","1008:1315:N","Deterioro General De Cartera De Creditos (Cr)",,
"co_puc_146895",146895,"Others General Impairment of Credit Portfolio (Cr)",1,"asset_current","1008:1315:N","Otros Deterioro General De Cartera De Creditos (Cr)",,
"co_puc_146900",146900,"Credits to Employees",0,"off_balance",,"Creditos A Empleados",,
"co_puc_146905",146905,"Normal Risk Category, Housing",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal, Vivienda",,
"co_puc_146910",146910,"Category B Acceptable Risk, Housing",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable, Vivienda",,
"co_puc_146915",146915,"Category C Appreciable Risk, Housing",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable, Vivienda",,
"co_puc_146920",146920,"Category D Significant Risk, Housing",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo, Vivienda",,
"co_puc_146925",146925,"Category E Bad Debt Risk, Housing",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad, Vivienda",,
"co_puc_146930",146930,"Category A Normal Risk, Consumption",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal, Consumo",,
"co_puc_146935",146935,"Category B Acceptable Risk, Consumption",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable, Consumo",,
"co_puc_146940",146940,"Category C Appreciable Risk, Consumption",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable, Consumo",,
"co_puc_146945",146945,"Category D Significant Risk, Consumption",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo, Consumo",,
"co_puc_146950",146950,"Category E Bad Debt Risk, Consumption",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad, Consumo",,
"co_puc_147000",147000,"Interest Credits to Employees",0,"off_balance",,"Intereses Creditos A Empleados",,
"co_puc_147005",147005,"Normal Risk Category, Housing",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal, Vivienda",,
"co_puc_147010",147010,"Category B Acceptable Risk, Housing",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable, Vivienda",,
"co_puc_147015",147015,"Category C Appreciable Risk, Housing",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable, Vivienda",,
"co_puc_147020",147020,"Category D Significant Risk, Housing",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo, Vivienda",,
"co_puc_147025",147025,"Category E Bad Debt Risk, Housing",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad, Vivienda",,
"co_puc_147030",147030,"Category A Normal Risk, Consumption",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal, Consumo",,
"co_puc_147035",147035,"Category B Acceptable Risk, Consumption",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable, Consumo",,
"co_puc_147040",147040,"Category C Appreciable Risk, Consumption",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable, Consumo",,
"co_puc_147045",147045,"Category D Significant Risk, Consumption",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo, Consumo",,
"co_puc_147050",147050,"Category E Bad Debt Risk, Consumption",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad, Consumo",,
"co_puc_147100",147100,"Impairment of Credits to Employees (Cr)",0,"off_balance",,"Deterioro Creditos A Empleados (Cr)",,
"co_puc_147105",147105,"Normal Risk Category, Housing",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal, Vivienda",,
"co_puc_147110",147110,"Category B Acceptable Risk, Housing",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable, Vivienda",,
"co_puc_147115",147115,"Category C Appreciable Risk, Housing",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable, Vivienda",,
"co_puc_147120",147120,"Category D Significant Risk, Housing",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo, Vivienda",,
"co_puc_147125",147125,"Category E Bad Debt Risk, Housing",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad, Vivienda",,
"co_puc_147130",147130,"Category A Normal Risk, Consumption",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal, Consumo",,
"co_puc_147135",147135,"Category B Acceptable Risk, Consumption",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable, Consumo",,
"co_puc_147140",147140,"Category C Appreciable Risk, Consumption",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable, Consumo",,
"co_puc_147145",147145,"Category D Significant Risk, Consumption",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo, Consumo",,
"co_puc_147150",147150,"Category E Bad Debt Risk, Consumption",1,"asset_current","1008:1315:N","Categoria E Riesgo De Incobrabilidad, Consumo",,
"co_puc_147200",147200,"Impairment Interest Loans to Employees (Cr)",0,"off_balance",,"Deterioro Intereses Creditos A Empleados (Cr)",,
"co_puc_147205",147205,"Normal Risk Category Housing",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Vivienda",,
"co_puc_147210",147210,"Category A Risk Normal Consumption",1,"asset_current","1008:1315:N","Categoria A Riesgo Normal Consumo",,
"co_puc_147215",147215,"Category B Acceptable Risk Housing",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Vivienda",,
"co_puc_147220",147220,"Category B Acceptable Risk Consumption",1,"asset_current","1008:1315:N","Categoria B Riesgo Aceptable Consumo",,
"co_puc_147225",147225,"Category C Appreciable Risk Housing",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Vivienda",,
"co_puc_147230",147230,"Category C Appreciable Risk Consumption",1,"asset_current","1008:1315:N","Categoria C Riesgo Apreciable Consumo",,
"co_puc_147235",147235,"Category D Significant Risk Housing",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Vivienda",,
"co_puc_147240",147240,"Category D Significant Risk Consumption",1,"asset_current","1008:1315:N","Categoria D Riesgo Significativo Consumo",,
"co_puc_147245",147245,"Category E Housing Bad Debt Risk",1,"asset_current","1008:1315:N","Categoria E Riesgo Incobrabilidad Vivienda",,
"co_puc_147250",147250,"Category E Bad Debt Risk Consumption",1,"asset_current","1008:1315:N","Categoria E Riesgo Incobrabilidad Consumo",,
"co_puc_147300",147300,"Receivable Agreements",0,"off_balance",,"Convenios Por Cobrar",,
"co_puc_147305",147305,"Medical and Hospital Services",1,"asset_current","1008:1315:N","Servicios Medicos Y Hospitalarios",,
"co_puc_147310",147310,"Dental Services",1,"asset_current","1008:1315:N","Servicios Odontologicos",,
