id,name,account_id,display_name, - ,reconcile,user_type_id:id,chart_template_id:id,tag_ids:id
,,215605,Cuentas Corrientes Bancarias,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,215610,Cuentas De Ahorro,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,215695,Otras Cuentas Canceladas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_22,22 - Instrumentos Financieros A Valor Razonable,22,Instrumentos Financieros A Valor Razonable,,0,account.data_account_off_sheet,chart_template_niif_financiero,
l10n_co_budgetary_position.niif_fin_2205,2205 - Contratos Forward - De Negociación,2205,Contratos Forward - De Negociación,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,220505,De Monedas (Peso/Dólar),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,220510,De Monedas (Diferentes Peso/Dólar),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,220515,De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,220520,De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,220595,Otros Contratos Forward - De Negociación,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2210,2210 - Contratos De Futuros - De Negociación,2210,Contratos De Futuros - De Negociación,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,221005,De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,221010,De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,221015,De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,221020,De Índices,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,221095,Otros Otros Contratos Forward - De Negociación,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2215,2215 - Swaps - De Negociación,2215,Swaps - De Negociación,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,221505,De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,221510,De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,221595,Otros Swaps – De Negociación,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2220,2220 - Opciones De Negociación,2220,Opciones De Negociación,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,222005,Venta Calls De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222010,Venta Calls De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222015,Venta Calls De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222020,Venta Calls De Índices,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222025,Venta Calls – Otras,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222030,Venta Puts De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222035,Venta Puts De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222040,Venta Puts De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222045,Venta Puts De Índices,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222050,Venta Puts – Otras,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222055,Venta Opciones – Otras,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222095,Otras Opciones De Negociación,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2225,2225 - Contratos Forward - De Cobertura,2225,Contratos Forward - De Cobertura,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,222505,De Monedas (Peso/Dólar),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222510,De Monedas (Diferentes Peso/Dólar),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222515,De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222520,De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,222595,Otros Contratos Forward - De Cobertura,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2230,2230 - Contratos De Futuros - De Cobertura,2230,Contratos De Futuros - De Cobertura,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,223005,De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,223010,De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,223015,De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,223020,De Índices,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,223095,Otros Contratos De Futuros – De Cobertura,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2235,2235 - Swaps - De Cobertura,2235,Swaps - De Cobertura,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,223505,De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,223510,De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,223595,Otros Otros Contratos De Futuros – De Cobertura,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2240,2240 - Opciones De Cobertura,2240,Opciones De Cobertura,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,224005,Venta Calls De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224010,Venta Calls De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224015,Venta Calls De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224020,Venta Calls De Índices,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224025,Venta Calls – Otras,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224030,Venta Puts De Monedas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224035,Venta Puts De Tasas De Interés,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224040,Venta Puts De Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224045,Venta Puts De Índices,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224050,Venta Puts – Otras,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224055,Venta Opciones – Otras,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224095,Otras Opciones De Cobertura,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2245,2245 - Títulos De Inversión En Circulación,2245,Títulos De Inversión En Circulación,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,224505,Bonos De Fomento Urbano,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224506,De Garantía General Menor De 18 Meses,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224507,Bonos De Garantía General Igual O Superior A 18 Meses,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224508,Bonos Opcionalmente Convertibles En Acciones,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224509,Bonos Otros Menor De 18 Meses,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224510,Bonos Otros Igual O Superior A 18 Meses,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224511,Bonos Hipotecarios,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224512,Bonos Subordinados,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224513,Bonos Ordinarios ,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224514,Cédulas De Capitalización,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224515,Cédulas Hipotecarias,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224516,Cédulas De Ahorro Y Vivienda,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224517,Papeles Comerciales,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224518,"Títulos De Desarrollo Agropecuario Clase ""A""",group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224519,"Títulos De Desarrollo Agropecuario Clase ""B""",group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224520,"Títulos De Desarrollo Agropecuario Clase ""C""",group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224521,Títulos Colocados En Proceso De Titularización,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224522,Títulos Por Emitir En Procesos De Titularización,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224523,Títulos Autorizados Por Emitir Procesos De Titularización,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224524,Certificados Eléctricos Valorizables,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224525,Títulos Energéticos De Rentabilidad,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224526,Bonos Obligatoriamente Convertibles En Acciones,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224527,Acciones Preferentes,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,224595,Otros Títulos De Inversión En Circulación,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2250,2250 - Operaciones De Contado,2250,Operaciones De Contado,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,225005,Derechos De Compra Sobre Divisas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225010,Derechos De Venta Sobre Divisas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225015,Derechos De Compra Sobre Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225020,Derechos De Venta Sobre Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225025,Derechos – Otros,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225030,Obligaciones De Compra Sobre Divisas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225035,Obligaciones De Venta Sobre Divisas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225040,Obligaciones De Compra Sobre Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225045,Obligaciones De Venta Sobre Títulos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,225095,Otras Operaciones De Contado Obligaciones – Otros,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_23,23 - Aportes De Capital,23,Aportes De Capital,,0,account.data_account_off_sheet,chart_template_niif_financiero,
l10n_co_budgetary_position.niif_fin_2305,2305 - Derechos O Suscripciones,2305,Derechos O Suscripciones,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,230505,Derechos De Inversión,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,230510,Aportes Por Identificar,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,230595,Otros Aportes De Capital,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2310,2310 - Valor Neto,2310,Valor Neto,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,231005,Aporte Legales Ordinarios,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231010,Aporte Legales Extraordinarios,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231015,Utilidades Reinvertidas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231020,Contribución De La Empresa -Consolidada-,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231025,Fondo De Perseverancia,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231030,Contribución De La Empresa (Extraordinaria Sin Condición),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231035,Contribución De La Empresa -Por Consolidar-,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231040,Contribuciones Extraordinarias De La Empresa (Con Condición),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231045,Rendimientos Por Aportes Extraordinarios (Con Condición),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231050,Fondo De Perseverancia En Transito,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231055,Rendimientos Fondo De Perseverancia En Transito,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,231095,Otro Valor Neto,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2357,2357 - Cuotas Y Aportes Por Devolver ,2357,Cuotas Y Aportes Por Devolver ,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,235705,Cuotas Y Aportes Por Devolver ,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,235795,Otras Cuotas Y Aportes Por Devolver ,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_24,24 - Créditos De Bancos Y Otras Obligaciones Financieras,24,Créditos De Bancos Y Otras Obligaciones Financieras,,0,account.data_account_off_sheet,chart_template_niif_financiero,
l10n_co_budgetary_position.niif_fin_2405,2405 - Banco De La República,2405,Banco De La República,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,240505,Descuentos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,240510,Créditos De Convenio,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,240515,Entidades Financieras Exterior,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,240520,Organismos Internacionales,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,240525,Apoyos Transitorios De Liquidez,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,240595,Otros Banco De La República,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2410,2410 - Banco De Comercio Exterior (Bancoldex),2410,Banco De Comercio Exterior (Bancoldex),,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,241005,Créditos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,241010,Descuentos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,241095,Otros Banco De Comercio Exterior (Bancoldex),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2415,2415 - Fondos De Garantías,2415,Fondos De Garantías,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,241505,Para Su Solidez Patrimonial,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,241595,Otros Fondos De Garantías,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2420,2420 - Finagro,2420,Finagro,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,242005,Finagro,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,242095,Otros Finagro,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2425,2425 - Findeter,2425,Findeter,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,242505,Findeter,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,242595,Otros Findeter,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2430,2430 - Financiera Energética Nacional (Fen),2430,Financiera Energética Nacional (Fen),,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,243005,Fondo De Desarrollo Eléctrico,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243095,Otros Financiera Energética Nacional (Fen),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2435,2435 - Otros Bancos Y Entidades Financieras   País,2435,Otros Bancos Y Entidades Financieras   País,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,243505,Créditos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243510,Descubiertos En Cuenta Corriente Bancaria,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243515,Créditos Hipotecarios,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243520,Pagares,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243525,Cartas De Crédito,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243530,Aceptaciones,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243555,Créditos Ordinarios,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243560,Contratos De Arrendamiento Financiero (Leasing),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,243595,Otros Bancos Y Entidades Financieras   País,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2440,2440 - Bancos Exterior,2440,Bancos Exterior,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,244005,Créditos,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244010,Sobregiros,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244015,Pagares,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244020,Cartas De Crédito,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244025,Aceptaciones,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244030,Financiación Inversiones En El Exterior,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244035,Entidades Financieras Exterior,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244040,Organismos Internacionales,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244045,Banco Mundial,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244050,Banco Interamericano De Desarrollo,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244055,Corporación Andina De Fomento,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244095,Otros Bancos Exterior,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2445,2445 - Organismos Nacionales,2445,Organismos Nacionales,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,244505,Federación Nacional De Cafeteros,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,244595,Otros Organismos Nacionales,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2450,2450 - Créditos De Organismos Internacionales,2450,Créditos De Organismos Internacionales,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,245005,Banco Mundial (Birf),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245010,Banco Interamericano De Desarrollo,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245015,Asociación Internacional De Fomento,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245020,Corporación Andina De Fomento,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245025,Banco De Desarrollo Del Caribe,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245030,Fondo Latinoamericano De Reservas,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245035,Corporación Interamericana De Inversión,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245095,Otros Créditos De Organismos Internacionales,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
l10n_co_budgetary_position.niif_fin_2455,2455 - Obligaciones Por Aportes En Organismos Internacionales,2455,Obligaciones Por Aportes En Organismos Internacionales,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,245505,Fondo Monetario Internacional,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245510,Asociación Internacional De Fomento,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245515,Banco Interamericano De Desarrollo,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245520,Banco Mundial (Birf),group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245525,Banco De Desarrollo Del Caribe,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
,,245595,Otras Obligaciones Por Aportes En Organismos Internacionales,group_fin_2_2_obl_fin,0,account.data_account_type_current_liabilities,chart_template_niif_financiero,aat_1009_2203_N
