id,code,name,name@esp,group_id:id,reconcile,account_type,chart_template_id:id,tag_ids:id
niif_fin_141695,141695,Other Credit Portfolio Transfer Rights for Transient Liquidity Support Operations,Otros Derechos De Transferencia De Cartera De Créditos Por Operaciones De Apoyos Transitorios De Liquidez ,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1420,1420,About Policies,Sobre Pólizas,,0,off_balance,chart_template_niif_financiero,
niif_fin_142005,142005,Life,Vida,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_142010,142010,Savings With Participation,De Ahorro Con Participación,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_142015,142015,Emitted In UVR,Emitidas En Uvr,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_142095,142095,Others About Policies,Otros Sobre Pólizas,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1422,1422,Intermediation Remuneration,Remuneración De Intermediación,,0,off_balance,chart_template_niif_financiero,
niif_fin_142205,142205,commissions,Comisiones,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_142295,142295,Other Intermediation Remuneration,Otra Remuneración De Intermediación,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1424,1424,Other Concepts - Insurance Activity,Otros Conceptos - Actividad Aseguradora,,0,off_balance,chart_template_niif_financiero,
niif_fin_142405,142405,By Premium Financing,Por Financiación De Primas,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_142495,142495,Others Other Intermediation Remuneration,Otros Otra Remuneración De Intermediación,group_fin_1_7_fin_noc,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1487,1487,Individual Countercyclical Component Deterioration,Deterioro Componente Contracíclico Individual,,0,off_balance,chart_template_niif_financiero,
niif_fin_148705,148705,Consumer Credits and Leasing Operations,Créditos Y Operaciones De Leasing De Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148710,148710,Commercial Credits and Leasing Operations,Créditos Y Operaciones De Leasing Comerciales,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148795,148795,Other Deterioration Individual Countercyclical Component,Otro Deterioro Componente Contracíclico Individual,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1488,1488,Impairment (Provision) Loans to Employees,Deterioro (Provisión) Préstamos A  Empleados,,0,off_balance,chart_template_niif_financiero,
niif_fin_148805,148805,Category A Normal Risk Housing,Categoría A Riesgo Normal Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148810,148810,Category B Acceptable Risk Housing,Categoría B Riesgo Aceptable Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148815,148815,Category C Appreciable Risk Housing,Categoría C Riesgo Apreciable Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148820,148820,Category D Significant Risk Housing,Categoría D Riesgo Significativo Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148825,148825,Category E Risk of Bad Debt Housing,Categoría E Riesgo De Incobrabilidad Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148830,148830,Category A Normal Risk Housing Leasing,Categoría A Riesgo Normal Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148835,148835,Category B Acceptable Risk Housing Leasing,Categoría B Riesgo Aceptable Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148840,148840,Category C Appreciable Risk Housing Leasing,Categoría C Riesgo Apreciable Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148845,148845,Category D Significant Risk Housing Leasing,Categoría D Riesgo Significativo Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148850,148850,Category E Risk of Bad Debt Housing Leasing,Categoría E Riesgo De Incobrabilidad Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148860,148860,Category A Risk Normal Consumption,Categoría A Riesgo Normal Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148865,148865,Category B Acceptable Risk Consumption,Categoría B Riesgo Aceptable Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148870,148870,Category C Appreciable Risk Consumption,Categoría C Riesgo Apreciable Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148875,148875,Category D Significant Risk Consumption,Categoría D Riesgo Significativo Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148880,148880,Category E Risk of Bad Debts Consumption,Categoría E Riesgo De Incobrabilidad Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148895,148895,Other Impairment (Provision) Loans to Employees,Otro Deterioro (Provisión) Préstamos A  Empleados,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1489,1489,Deterioration (Provision) of Housing and Housing Leasing Portfolio,Deterioro (Provisión) Cartera De Vivienda Y Leasing Habitacional,,0,off_balance,chart_template_niif_financiero,
niif_fin_148905,148905,Category A - Normal Credit Housing Portfolio,Categoría A - Crédito Normal Cartera De Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148910,148910,Category A - Normal Credit Housing Leasing,Categoría A - Crédito Normal Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148915,148915,Category B - Acceptable Credit Housing Portfolio,Categoría B - Crédito Aceptable Cartera De Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148920,148920,Category B - Acceptable Credit Housing Leasing,Categoría B - Crédito Aceptable Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148925,148925,Category C - Appreciable Credit Housing Portfolio,Categoría C - Crédito Apreciable Cartera De Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148930,148930,Category C - Appreciable Credit Housing Leasing,Categoría C - Crédito Apreciable  Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148935,148935,Category D - Significant Credit Housing Portfolio,Categoría D - Crédito Significativo Cartera De Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148940,148940,Category D - Significant Credit Housing Leasing,Categoría D - Crédito Significativo Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148945,148945,Category E - Unrecoverable Credit Housing Portfolio,Categoría E -  Crédito Irrecuperable Cartera De Vivienda,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148950,148950,Category E - Unrecoverable Credit Housing Leasing,Categoría E -  Crédito Irrecuperable  Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_148995,148995,Other Impairment (Provision) Housing and Housing Leasing Portfolio,Otro Deterioro (Provisión) Cartera De Vivienda Y Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1491,1491,Impairment (Provision) Portfolio and Consumer Leasing Operations,Deterioro (Provisión) Cartera  Y Operaciones De Leasing De Consumo,,0,off_balance,chart_template_niif_financiero,
niif_fin_149105,149105,Category A - Normal Credit Consumer Portfolio,Categoría A - Crédito Normal Cartera De Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149110,149110,Category B - Acceptable Credit Consumer Portfolio,Categoría B - Crédito Aceptable Cartera De Consumo ,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149115,149115,Category C - Appreciable Credit Consumer Portfolio,Categoría C - Crédito Apreciable Cartera De Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149120,149120,Category D - Significant Credit Consumer Portfolio,Categoría D - Crédito Significativo Cartera De Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149125,149125,Category E - Unrecoverable Credit Consumer Portfolio,Categoría E - Crédito Irrecuperable Cartera De Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149195,149195,Other Impairment (Provision) Portfolio and Consumer Leasing Operations,Otro Deterioro (Provisión) Cartera  Y Operaciones De Leasing De Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1493,1493,Impairment (Provision) Microcredits,Deterioro (Provisión)  Microcréditos,,0,off_balance,chart_template_niif_financiero,
niif_fin_149305,149305,Category A - Normal Credit,Categoría A - Crédito Normal,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149310,149310,Category B - Acceptable Credit,Categoría B - Crédito Aceptable,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149315,149315,Category C - Appreciable Credit,Categoría C - Crédito Apreciable,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149320,149320,Category D - Significant Credit,Categoría D - Crédito Significativo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149325,149325,Category E - Unrecoverable Credit,Categoría E -  Crédito Irrecuperable,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149395,149395,Other Impairment (Provision) Microcredits,Otro Deterioro (Provisión)  Microcréditos,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1494,1494,Impairment (Provision) Other Credit Portfolio Managed Through Trust Businesses,Deterioro (Provisión) Otra Cartera De Crédito Administrada A Través De Negocios Fiduciarios,,0,off_balance,chart_template_niif_financiero,
niif_fin_149405,149405,Impairment (Provision) Other Credit Portfolio Managed Through Trust Businesses,Deterioro (Provisión) Otra Cartera De Crédito Administrada A Través De Negocios Fiduciarios,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149495,149495,Other Impairment (Provision) Other Credit Portfolio Managed Through Trust Businesses,Otro Deterioro (Provisión) Otra Cartera De Crédito Administrada A Través De Negocios Fiduciarios,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1495,1495,Impairment (Provision) of Credits and Commercial Leasing Operations,Deterioro (Provisión) Créditos Y Operaciones De Leasing Comerciales,,0,off_balance,chart_template_niif_financiero,
niif_fin_149505,149505,Category A - Normal Credit,Categoría A - Crédito Normal,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149510,149510,Category B - Acceptable Credit,Categoría B - Crédito Aceptable,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149515,149515,Category C - Appreciable Credit,Categoría C - Crédito Apreciable,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149520,149520,Category D - Significant Credit,Categoría D - Crédito Significativo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149525,149525,Category E - Unrecoverable Credit,Categoría E -  Crédito Irrecuperable,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149595,149595,Other Impairment (Provision) Credits and Commercial Leasing Operations,Otro Deterioro (Provisión) Créditos Y Operaciones De Leasing Comerciales,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1496,1496,Deterioration of Capitalization Securities Portfolio,Deterioro Cartera Sobre Títulos De Capitalización,,0,off_balance,chart_template_niif_financiero,
niif_fin_149605,149605,Traditional Plans,Planes Tradicionales,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149610,149610,Plans In Uvr,Planes En Uvr,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149695,149695,Another Portfolio Deterioration on Capitalization Securities,Otro Deterioro Cartera Sobre Títulos De Capitalización,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1497,1497,Portfolio Impairment of Insurance Entities,Deterioro Cartera Entidades Aseguradoras  ,,0,off_balance,chart_template_niif_financiero,
niif_fin_149705,149705,With Mortgage Guarantee,Con Garantía Hipotecaria,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149710,149710,With Pledge Guarantee,Con Garantía Prendaria,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149795,149795,With Pledge Guarantee,Con Garantía Prendaria,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1498,1498,General Impairment (Provision),Deterioro (Provisión) General,,0,off_balance,chart_template_niif_financiero,
niif_fin_149805,149805,Housing and Housing Leasing,Vivienda Y Leasing Habitacional,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149810,149810,Microcredit,Microcrédito,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149815,149815,Consumption,Consumo,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149820,149820,Commercial,Comercial,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149895,149895,Other Portfolio Impairment Insurance Entities,Otro Deterioro Cartera Entidades Aseguradoras  ,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1499,1499,Impairment of Other Credit Portfolio Concepts,Deterioro Otros Conceptos De Cartera De Créditos ,,0,off_balance,chart_template_niif_financiero,
niif_fin_149905,149905,About Policies,Sobre Pólizas,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149910,149910,By Premium Financing,Por Financiación De Primas,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_149995,149995,Other Impairment Credit Portfolio Concepts,Otro Deterioro Conceptos De Cartera De Créditos ,group_fin_1_7_fin_noc,0,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_15,15,Inventories,Inventarios,,0,off_balance,chart_template_niif_financiero,
niif_fin_1505,1505,Raw Materials,Materias Primas ,,0,off_balance,chart_template_niif_financiero,
niif_fin_150505,150505,Raw Materials,Materias Primas ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_150595,150595,Other Raw Materials,Otras Materias Primas ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1510,1510,Produced Goods,Bienes Producidos,,0,off_balance,chart_template_niif_financiero,
niif_fin_151005,151005,Produced Goods,Bienes Producidos,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_151095,151095,Other Produced Goods,Otros Bienes Producidos,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1515,1515,Products in process,Productos En Proceso ,,0,off_balance,chart_template_niif_financiero,
niif_fin_151505,151505,Products in process,Productos En Proceso ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_151595,151595,Other Products In Process,Otros Productos En Proceso ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1520,1520,Construction Works In Progress,Obras De Construcción En Curso ,,0,off_balance,chart_template_niif_financiero,
niif_fin_152005,152005,Land Cost,Costo Terrenos,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152010,152010,Preliminary Direct Costs,Costos Directos Preliminares,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152015,152015,Direct Work Costs,Costos Directos Obra,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152020,152020,Flat Indirect Costs Licenses and Studies,Costos Indirectos Planos Licencias Y Estudios,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152025,152025,Indirect Advertising Costs,Costos Indirectos Publicidad,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152030,152030,Indirect Costs Fiduciary Commissions,Costos Indirectos Comisiones Fiduciarias,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152035,152035,Other Indirect Costs,Otros Costos Indirectos,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152095,152095,Other Construction Works In Progress,Otras Obras De Construcción En Curso ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1525,1525,Urban Planning Works,Obras De Urbanismo ,,0,off_balance,chart_template_niif_financiero,
niif_fin_152505,152505,Urban Planning Works,Obras De Urbanismo ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_152595,152595,Other Urban Planning Works,Otras Obras De Urbanismo ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1530,1530,Contracts in Execution,Contratos En Ejecución ,,0,off_balance,chart_template_niif_financiero,
niif_fin_153005,153005,Contracts in Execution,Contratos En Ejecución ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_153095,153095,Other Contracts in Execution,Otros Contratos En Ejecución ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1535,1535,Crops Under Development,Cultivos En Desarrollo ,,0,off_balance,chart_template_niif_financiero,
niif_fin_153505,153505,Crops Under Development,Cultivos En Desarrollo ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_153595,153595,Other Crops Under Development,Otros Cultivos En Desarrollo ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1540,1540,Finished products,Productos Terminados ,,0,off_balance,chart_template_niif_financiero,
niif_fin_154005,154005,Finished products,Productos Terminados ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_154095,154095,Other Finished Products,Otros Productos Terminados ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1545,1545,Goods Not Manufactured by the Company,Mercancías No Fabricadas Por La Empresa ,,0,off_balance,chart_template_niif_financiero,
niif_fin_154505,154505,Goods Not Manufactured by the Company,Mercancías No Fabricadas Por La Empresa ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_154595,154595,Other Goods Not Manufactured by the Company,Otras Mercancías No Fabricadas Por La Empresa ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1550,1550,Real Estate For Sale,Bienes Raíces Para La Venta ,,0,off_balance,chart_template_niif_financiero,
niif_fin_155005,155005,Real Estate For Sale,Bienes Raíces Para La Venta ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_155095,155095,Other Real Estate For Sale,Otros Bienes Raíces Para La Venta ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1555,1555,Semovientes,Semovientes ,,0,off_balance,chart_template_niif_financiero,
niif_fin_155505,155505,Semovientes,Semovientes ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_155595,155595,Other Livestock,Otros Semovientes ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1560,1560,Land,Terrenos ,,0,off_balance,chart_template_niif_financiero,
niif_fin_156005,156005,Land,Terrenos ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_156095,156095,Other Land,Otros Terrenos ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1565,1565,Materials Spare Parts and Accessories,Materiales Repuestos Y Accesorios ,,0,off_balance,chart_template_niif_financiero,
niif_fin_156505,156505,Materials Spare Parts and Accessories,Materiales Repuestos Y Accesorios ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_156595,156595,Other Materials Spare Parts and Accessories,Otros Materiales Repuestos Y Accesorios ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1570,1570,Containers and Packaging,Envases Y Empaques ,,0,off_balance,chart_template_niif_financiero,
niif_fin_157005,157005,Containers and Packaging,Envases Y Empaques ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_157095,157095,Other Containers and Packaging,Otros Envases Y Empaques ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1575,1575,Inventories in Transit,Inventarios En Transito ,,0,off_balance,chart_template_niif_financiero,
niif_fin_157505,157505,Inventories in Transit,Inventarios En Transito ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_157595,157595,Other Inventories in Transit,Otros Inventarios En Transito ,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1580,1580,Inventories Held By Third Parties,Inventarios En Poder De Terceros,,0,off_balance,chart_template_niif_financiero,
niif_fin_158005,158005,Inventories Held By Third Parties,Inventarios En Poder De Terceros,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_158095,158095,Other Inventories Held by Third Parties,Otros Inventarios En Poder De Terceros,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1585,1585,Joint Operations Inventories,Inventarios De Operaciones Conjuntas,,0,off_balance,chart_template_niif_financiero,
niif_fin_158505,158505,Joint Operations Inventories,Inventarios De Operaciones Conjuntas,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_158595,158595,Other Joint Operations Inventories,Otros Inventarios De Operaciones Conjuntas,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1587,1587,Precious metals,Metales Preciosos,,0,off_balance,chart_template_niif_financiero,
niif_fin_158705,158705,Gold,Oro,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_158710,158710,Silver,Plata,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_158715,158715,Platinum,Platino,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_158720,158720,Other Adhesive Metals,Otros Metales Adherentes,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_158795,158795,Other Precious Metals,Otros Metales Preciosos,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1595,1595,Other Inventories,Otros Inventarios,,0,off_balance,chart_template_niif_financiero,
niif_fin_159505,159505,Other Inventories,Otros Inventarios,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_159595,159595,Others Other Inventories,Otros Otros Inventarios,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_1597,1597,Inventory Impairment,Deterioro De Inventarios,,0,off_balance,chart_template_niif_financiero,
niif_fin_159705,159705,Inventory Impairment,Deterioro De Inventarios,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_159795,159795,Other Inventory Impairment,Otro Deterioro De Inventarios,group_fin_1_4_stk_cor,0,asset_current,chart_template_niif_financiero,
niif_fin_16,16,Accounts Receivable,Cuentas Por Cobrar,,0,off_balance,chart_template_niif_financiero,
niif_fin_1601,1601,International Reserve Operations,Operaciones De Reservas Internacionales,,0,off_balance,chart_template_niif_financiero,
niif_fin_160105,160105,Investment Sale,Venta De Inversiones,group_fin_1_2_inv_cor,1,asset_current,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160115,160115,Coin Sale,Venta De Monedas,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160195,160195,Other International Reserve Operations,Otras Operaciones De Reservas Internacionales,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1602,1602,To Achieve Minimum Profitability - Pension Funds - Social Security,Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social,,0,off_balance,chart_template_niif_financiero,
niif_fin_160205,160205,To Achieve Minimum Profitability - Pension Funds - Social Security,Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160295,160295,Others to Achieve Minimum Profitability - Pension Funds - Social Security,Otras Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1604,1604,Commercial Checking Accounts,Cuentas Corrientes Comerciales ,,0,off_balance,chart_template_niif_financiero,
niif_fin_160405,160405,Commercial Checking Accounts,Cuentas Corrientes Comerciales ,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160495,160495,Other Business Checking Accounts,Otras Cuentas Corrientes Comerciales ,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_1605,1605,Interests,Intereses,,0,off_balance,chart_template_niif_financiero,
niif_fin_160505,160505,Interbank Funds Sold and Resale Agreements,Fondos Interbancarios Vendidos Y Pactos De Reventa,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160510,160510,Category A Normal Risk Housing,Categoría A Riesgo Normal Vivienda,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160512,160512,Category B Acceptable Risk Housing,Categoría B Riesgo Aceptable Vivienda,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160514,160514,Category C Appreciable Risk Housing,Categoría C Riesgo Apreciable Vivienda,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
niif_fin_160516,160516,Category D Significant Risk Housing,Categoría D Riesgo Significativo Vivienda,group_fin_1_2_inv_cor,1,asset_receivable,chart_template_niif_financiero,aat_1008_1315_N
