"id","code","name","reconcile","account_type","name@es","group_id:id","tag:ids:id"
"co_puc_145725","145725","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145800","145800","Deterioration of Business Microcredit (Cr)",0,"off_balance","Deterioro Microcredito Empresarial (Cr)",,
"co_puc_145805","145805","Category A Normal Risk Admissible Guarantee",1,"asset_current","Categoria A Riesgo Normal Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145810","145810","Category A Normal Risk Other Guarantees",1,"asset_current","Categoria A Riesgo Normal Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145815","145815","Category B Acceptable Risk Acceptable Guarantee",1,"asset_current","Categoria B Riesgo Aceptable Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145820","145820","Category B Acceptable Risk Other Guarantees",1,"asset_current","Categoria B Riesgo Aceptable Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145825","145825","Category C Appreciable Risk Admissible Guarantee",1,"asset_current","Categoria C Riesgo Apreciable Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145830","145830","Category C Appreciable Risk Other Guarantees",1,"asset_current","Categoria C Riesgo Apreciable Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145835","145835","Category D Significant Risk Admissible Guarantee",1,"asset_current","Categoria D Riesgo Significativo Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145840","145840","Category D Significant Risk Other Guarantees",1,"asset_current","Categoria D Riesgo Significativo Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145845","145845","Category E Bad Debt Risk Admissible Guarantee",1,"asset_current","Categoria E Riesgo De Incobrabilidad Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145850","145850","Category E Risk of Bad Debt Other Guarantees",1,"asset_current","Categoria E Riesgo De Incobrabilidad Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145900","145900","Impairment of Business Microcredit Interests (Cr)",0,"off_balance","Deterioro Intereses Microcredito Empresarial (Cr)",,
"co_puc_145905","145905","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145910","145910","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145915","145915","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145920","145920","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_145925","145925","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146000","146000","Deterioration of Payments on behalf of Associates - Business Microcredit (Cr)",0,"off_balance","Deterioro Pagos Por Cuenta De Asociados - Microcredito Empresarial (Cr)",,
"co_puc_146005","146005","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146010","146010","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146015","146015","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146020","146020","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146025","146025","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146100","146100","Commercial Credits - Admissible Guarantee",0,"off_balance","Creditos Comerciales - Garantia Admisible",,
"co_puc_146105","146105","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146110","146110","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146115","146115","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146120","146120","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146125","146125","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146200","146200","Commercial Credits - Other Guarantees",0,"off_balance","Creditos Comerciales - Otras Garantias",,
"co_puc_146205","146205","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146210","146210","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146215","146215","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146220","146220","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146225","146225","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146300","146300","Commercial Credit Interests",0,"off_balance","Intereses Creditos Comerciales",,
"co_puc_146305","146305","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146310","146310","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146315","146315","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146320","146320","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146325","146325","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146400","146400","Payments on behalf of Associates -Commercial",0,"off_balance","Pagos Por Cuenta De Asociados -Comercial",,
"co_puc_146405","146405","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146410","146410","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146415","146415","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146420","146420","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146425","146425","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146500","146500","Impairment of Commercial Credits (Cr)",0,"off_balance","Deterioro Creditos Comerciales (Cr)",,
"co_puc_146505","146505","Category A Normal Risk Admissible Guarantee",1,"asset_current","Categoria A Riesgo Normal Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146510","146510","Category A Normal Risk Other Guarantees",1,"asset_current","Categoria A Riesgo Normal Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146515","146515","Category B Acceptable Risk Acceptable Guarantee",1,"asset_current","Categoria B Riesgo Aceptable Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146520","146520","Category B Acceptable Risk Other Guarantees",1,"asset_current","Categoria B Riesgo Aceptable Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146525","146525","Category C Appreciable Risk Admissible Guarantee",1,"asset_current","Categoria C Riesgo Apreciable Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146530","146530","Category C Appreciable Risk Other Guarantees",1,"asset_current","Categoria C Riesgo Apreciable Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146535","146535","Category D Significant Risk Admissible Guarantee",1,"asset_current","Categoria D Riesgo Significativo Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146540","146540","Category D Significant Risk Other Guarantees",1,"asset_current","Categoria D Riesgo Significativo Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146545","146545","Category E Bad Debt Risk Admissible Guarantee",1,"asset_current","Categoria E Riesgo De Incobrabilidad Garantia Admisible","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146550","146550","Category E Risk of Bad Debt Other Guarantees",1,"asset_current","Categoria E Riesgo De Incobrabilidad Otras Garantias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146600","146600","Impairment of Interest on Commercial Credits (Cr)",0,"off_balance","Deterioro Intereses Creditos Comerciales (Cr)",,
"co_puc_146605","146605","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146610","146610","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146615","146615","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146620","146620","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146625","146625","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146700","146700","Impairment Payments on behalf of Associates - Commercial Credits (Cr)",0,"off_balance","Deterioro Pagos Por Cuenta De Asociados - Creditos Comerciales (Cr)",,
"co_puc_146705","146705","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146710","146710","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146715","146715","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146720","146720","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146725","146725","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146800","146800","General Impairment of Credit Portfolio (Cr)",0,"off_balance","Deterioro General De Cartera De Creditos (Cr)",,
"co_puc_146805","146805","General Impairment of Credit Portfolio (Cr)",1,"asset_current","Deterioro General De Cartera De Creditos (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146895","146895","Others General Impairment of Credit Portfolio (Cr)",1,"asset_current","Otros Deterioro General De Cartera De Creditos (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146900","146900","Credits to Employees",0,"off_balance","Creditos A Empleados",,
"co_puc_146905","146905","Normal Risk Category, Housing",1,"asset_current","Categoria A Riesgo Normal, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146910","146910","Category B Acceptable Risk, Housing",1,"asset_current","Categoria B Riesgo Aceptable, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146915","146915","Category C Appreciable Risk, Housing",1,"asset_current","Categoria C Riesgo Apreciable, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146920","146920","Category D Significant Risk, Housing",1,"asset_current","Categoria D Riesgo Significativo, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146925","146925","Category E Bad Debt Risk, Housing",1,"asset_current","Categoria E Riesgo De Incobrabilidad, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146930","146930","Category A Normal Risk, Consumption",1,"asset_current","Categoria A Riesgo Normal, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146935","146935","Category B Acceptable Risk, Consumption",1,"asset_current","Categoria B Riesgo Aceptable, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146940","146940","Category C Appreciable Risk, Consumption",1,"asset_current","Categoria C Riesgo Apreciable, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146945","146945","Category D Significant Risk, Consumption",1,"asset_current","Categoria D Riesgo Significativo, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_146950","146950","Category E Bad Debt Risk, Consumption",1,"asset_current","Categoria E Riesgo De Incobrabilidad, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147000","147000","Interest Credits to Employees",0,"off_balance","Intereses Creditos A Empleados",,
"co_puc_147005","147005","Normal Risk Category, Housing",1,"asset_current","Categoria A Riesgo Normal, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147010","147010","Category B Acceptable Risk, Housing",1,"asset_current","Categoria B Riesgo Aceptable, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147015","147015","Category C Appreciable Risk, Housing",1,"asset_current","Categoria C Riesgo Apreciable, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147020","147020","Category D Significant Risk, Housing",1,"asset_current","Categoria D Riesgo Significativo, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147025","147025","Category E Bad Debt Risk, Housing",1,"asset_current","Categoria E Riesgo De Incobrabilidad, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147030","147030","Category A Normal Risk, Consumption",1,"asset_current","Categoria A Riesgo Normal, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147035","147035","Category B Acceptable Risk, Consumption",1,"asset_current","Categoria B Riesgo Aceptable, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147040","147040","Category C Appreciable Risk, Consumption",1,"asset_current","Categoria C Riesgo Apreciable, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147045","147045","Category D Significant Risk, Consumption",1,"asset_current","Categoria D Riesgo Significativo, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147050","147050","Category E Bad Debt Risk, Consumption",1,"asset_current","Categoria E Riesgo De Incobrabilidad, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147100","147100","Impairment of Credits to Employees (Cr)",0,"off_balance","Deterioro Creditos A Empleados (Cr)",,
"co_puc_147105","147105","Normal Risk Category, Housing",1,"asset_current","Categoria A Riesgo Normal, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147110","147110","Category B Acceptable Risk, Housing",1,"asset_current","Categoria B Riesgo Aceptable, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147115","147115","Category C Appreciable Risk, Housing",1,"asset_current","Categoria C Riesgo Apreciable, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147120","147120","Category D Significant Risk, Housing",1,"asset_current","Categoria D Riesgo Significativo, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147125","147125","Category E Bad Debt Risk, Housing",1,"asset_current","Categoria E Riesgo De Incobrabilidad, Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147130","147130","Category A Normal Risk, Consumption",1,"asset_current","Categoria A Riesgo Normal, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147135","147135","Category B Acceptable Risk, Consumption",1,"asset_current","Categoria B Riesgo Aceptable, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147140","147140","Category C Appreciable Risk, Consumption",1,"asset_current","Categoria C Riesgo Apreciable, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147145","147145","Category D Significant Risk, Consumption",1,"asset_current","Categoria D Riesgo Significativo, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147150","147150","Category E Bad Debt Risk, Consumption",1,"asset_current","Categoria E Riesgo De Incobrabilidad, Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147200","147200","Impairment Interest Loans to Employees (Cr)",0,"off_balance","Deterioro Intereses Creditos A Empleados (Cr)",,
"co_puc_147205","147205","Normal Risk Category Housing",1,"asset_current","Categoria A Riesgo Normal Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147210","147210","Category A Risk Normal Consumption",1,"asset_current","Categoria A Riesgo Normal Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147215","147215","Category B Acceptable Risk Housing",1,"asset_current","Categoria B Riesgo Aceptable Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147220","147220","Category B Acceptable Risk Consumption",1,"asset_current","Categoria B Riesgo Aceptable Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147225","147225","Category C Appreciable Risk Housing",1,"asset_current","Categoria C Riesgo Apreciable Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147230","147230","Category C Appreciable Risk Consumption",1,"asset_current","Categoria C Riesgo Apreciable Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147235","147235","Category D Significant Risk Housing",1,"asset_current","Categoria D Riesgo Significativo Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147240","147240","Category D Significant Risk Consumption",1,"asset_current","Categoria D Riesgo Significativo Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147245","147245","Category E Housing Bad Debt Risk",1,"asset_current","Categoria E Riesgo Incobrabilidad Vivienda","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147250","147250","Category E Bad Debt Risk Consumption",1,"asset_current","Categoria E Riesgo Incobrabilidad Consumo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147300","147300","Receivable Agreements",0,"off_balance","Convenios Por Cobrar",,
"co_puc_147305","147305","Medical and Hospital Services",1,"asset_current","Servicios Medicos Y Hospitalarios","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147310","147310","Dental Services",1,"asset_current","Servicios Odontologicos","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147315","147315","Prepaid medicine",1,"asset_current","Medicina Prepagada","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147320","147320","Funeral Services",1,"asset_current","Servicios Funerarios","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147325","147325","Voluntary Insurance - Vehicle",1,"asset_current","Seguro Voluntario - Vehiculo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147330","147330","Mandatory Insurance - Soat",1,"asset_current","Seguro Obligatorio - Soat","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147395","147395","Other Receivable Agreements",1,"asset_current","Otros Convenios Por Cobrar","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147399","147399","Impairment of Agreements Receivable (Cr)",1,"asset_current","Deterioro Convenios Por Cobrar (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147400","147400","Payments on Account of Credits to Employees",0,"off_balance","Pagos Por Cuenta De Creditos A Empleados",,
"co_puc_147405","147405","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147410","147410","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147415","147415","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147420","147420","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147425","147425","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147500","147500","Impairment Payments on Account of Credits to Employees (Cr)",0,"off_balance","Deterioro Pagos Por Cuenta De Creditos A Empleados (Cr)",,
"co_puc_147505","147505","Category A Normal Risk",1,"asset_current","Categoria A Riesgo Normal","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147510","147510","Category B Acceptable Risk",1,"asset_current","Categoria B Riesgo Aceptable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147515","147515","Category C Appreciable Risk",1,"asset_current","Categoria C Riesgo Apreciable","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147520","147520","Category D Significant Risk",1,"asset_current","Categoria D Riesgo Significativo","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_147525","147525","Category E Bad Debt Risk",1,"asset_current","Categoria E Riesgo De Incobrabilidad","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_157500","157500","Biological Assets",0,"off_balance","Activos Biologicos",,
"co_puc_150500","150500","Biological Assets At Cost",0,"off_balance","Activos Biologicos Al Costo",,
"co_puc_150505","150505","Agricultural Plantations",1,"asset_current","Plantaciones Agricolas","group_fin_1_5_bio_cor",
"co_puc_150510","150510","Crops Under Development",1,"asset_current","Cultivos En Desarrollo","group_fin_1_5_bio_cor",
"co_puc_150515","150515","Semovientes",1,"asset_current","Semovientes","group_fin_1_5_bio_cor",
"co_puc_150520","150520","Others",1,"asset_current","Otros","group_fin_1_5_bio_cor",
"co_puc_150525","150525","Accumulated Depreciation of Biological Assets",1,"asset_current","Depreciacion Acumulada De Activos Biologicos","group_fin_1_5_bio_cor",
"co_puc_150595","150595","Other Biological Assets At Cost (Cr)",1,"asset_current","Otros Activos Biologicos Al Costo (Cr)","group_fin_1_5_bio_cor",
"co_puc_150599","150599","Deterioration of Biological Assets at Cost (Cr)",1,"asset_current","Deterioro Activos Biologicos Al Costo (Cr)","group_fin_1_5_bio_cor",
"co_puc_151000","151000","Biological Assets Measured at Fair Value",0,"off_balance","Activos Biologico Medidos Al Valor Razonable",,
"co_puc_151005","151005","Crops Under Development",1,"asset_current","Cultivos En Desarrollo","group_fin_1_5_bio_cor",
"co_puc_151010","151010","Agricultural Plantations",1,"asset_current","Plantaciones Agricolas","group_fin_1_5_bio_cor",
"co_puc_151015","151015","Semovientes",1,"asset_current","Semovientes","group_fin_1_5_bio_cor",
"co_puc_151020","151020","Others",1,"asset_current","Otros","group_fin_1_5_bio_cor",
"co_puc_151095","151095","Other Biological Assets Measured at Fair Value",1,"asset_current","Otros Activos Biologico Medidos Al Valor Razonable","group_fin_1_5_bio_cor",
"co_puc_151099","151099","Impairment of Biological Assets Measured at Fair Value",1,"asset_current","Deterioro Activos Biologico Medidos Al Valor Razonable","group_fin_1_5_bio_cor",
"co_puc_161000","161000","Accounts Receivable and Others",0,"off_balance","Cuentas Por Cobrar Y Otras",,
"co_puc_160500","160500","Debtors for Sale of Assets",0,"off_balance","Deudores Por Venta De Bienes",,
"co_puc_160505","160505","Current",1,"asset_receivable","Vigentes","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_160510","160510","Expired Between 91 and 180 Days",1,"asset_receivable","Vencidos Entre 91 Y 180 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_160515","160515","Expired Between 181 And 360 Days",1,"asset_receivable","Vencidos Entre 181 Y 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_160520","160520","Expired More Than 360 Days",1,"asset_receivable","Vencidos Mas De 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_160595","160595","Other Debtors for Sale of Assets",1,"asset_receivable","Otros Deudores Por Venta De Bienes","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_160599","160599","Impairment Debtors for Sale of Goods (Cr)",1,"asset_receivable","Deterioro Deudores Por Venta De Bienes (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161000","161000","Interest Debtors for Sale of Goods",0,"off_balance","Intereses Deudores Por Venta De Bienes",,
"co_puc_161005","161005","Current",1,"asset_receivable","Vigentes","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161010","161010","Expired Between 91 and 180 Days",1,"asset_receivable","Vencidos Entre 91 Y 180 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161015","161015","Expired Between 181 And 360 Days",1,"asset_receivable","Vencidos Entre 181 Y 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161020","161020","Expired More Than 360 Days",1,"asset_receivable","Vencidos Mas De 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161099","161099","Impairment of Interest Debtors for Sale of Goods (Cr)",1,"asset_receivable","Deterioro Intereses Deudores Por Venta De Bienes (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161500","161500","Debtors for the provision of services",0,"off_balance","Deudores Por Prestacion De Servicios",,
"co_puc_161505","161505","Current",1,"asset_receivable","Vigentes","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161510","161510","Expired Between 91 and 180 Days",1,"asset_receivable","Vencidos Entre 91 Y 180 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161515","161515","Expired Between 181 And 360 Days",1,"asset_receivable","Vencidos Entre 181 Y 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161520","161520","Expired More Than 360 Days",1,"asset_receivable","Vencidos Mas De 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_161599","161599","Impairment of Debtors for the Provision of Services (Cr)",1,"asset_receivable","Deterioro Deudores Por Prestacion De Servicios (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162000","162000","Debtor Interest for Provision of Services",0,"off_balance","Intereses Deudores Por Prestacion De Servicios",,
"co_puc_162005","162005","Current",1,"asset_receivable","Vigentes","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162010","162010","Expired Between 91 and 180 Days",1,"asset_receivable","Vencidos Entre 91 Y 180 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162015","162015","Expired Between 181 And 360 Days",1,"asset_receivable","Vencidos Entre 181 Y 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162020","162020","Expired More Than 360 Days",1,"asset_receivable","Vencidos Mas De 360 Dias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162099","162099","Impairment of Interest Debtors for Provision of Services (Cr)",1,"asset_receivable","Deterioro Intereses Deudores Por Prestacion De Servicios (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162500","162500","Dividends, Shares and Returns",0,"off_balance","Dividendos, Participaciones Y Retornos",,
"co_puc_162505","162505","Of public limited and/or similar companies",1,"asset_receivable","De Sociedades Anonimas Y/O Asimiladas","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162510","162510","Of Limited And/Or Similar Companies",1,"asset_receivable","De Sociedades Limitadas Y/O Asimiladas","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162515","162515","From Solidarity Entities",1,"asset_receivable","De Entidades Solidarias","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162595","162595","Other Entities",1,"asset_receivable","Otras Entidades","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_162599","162599","Deterioration of Dividends, Shares and Returns (Cr)",1,"asset_receivable","Deterioro Dividendos, Participaciones Y Retornos (Cr)","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_163000","163000","Advances and Advances Delivered",0,"off_balance","Avances Y Anticipos Entregados",,
"co_puc_163010","163010","Labor",1,"asset_receivable","Laborales","group_fin_1_3_cta_cob","1008:1315:N"
"co_puc_163020","163020","Travel expenses",1,"asset_receivable","Gastos De Viaje","group_fin_1_3_cta_cob","1008:1315:N"
