"id","code","name","reconcile","account_type","name@es","group_id:id","tag_ids/id"
"coc_puc_169899",169899,"Inflation Adjustments",0,"asset_current","Ajustes Por Inflación","group_1_9_act_int","l10n_co_account.aat_1008_1317_N"
"coc_puc_169900",169900,"Provisions",0,"off_balance","Provisiones",,"account.account_tag_operating"
"coc_puc_169905",169905,"Provisions",0,"asset_current","Provisiones","group_1_9_act_int","l10n_co_account.aat_1008_1317_N"
"coc_puc_169995",169995,"Other Provisions",0,"asset_current","Otras Provisiones","group_1_9_act_int","l10n_co_account.aat_1008_1317_N"
"coc_puc_169999",169999,"Impairment of Provisions",0,"asset_current","Deterioro Provisiones","group_1_9_act_int","l10n_co_account.aat_1008_1317_N"
"coc_puc_170000",170000,"Deferred",0,"off_balance","Diferidos",,"account.account_tag_operating"
"coc_puc_170500",170500,"Prepaid expenses",0,"off_balance","Gastos Pagados Por Anticipado",,"account.account_tag_operating"
"coc_puc_170505",170505,"Interests",0,"asset_current","Intereses","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170510",170510,"Fee",0,"asset_current","Honorarios","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170515",170515,"commissions",0,"asset_current","Comisiones","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170520",170520,"Insurance and sureties",0,"asset_current","Seguros Y Fianzas","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170525",170525,"Leases",0,"asset_current","Arrendamientos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170530",170530,"Warehouses",0,"asset_current","Bodegajes","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170535",170535,"Equipment Maintenance",0,"asset_current","Mantenimiento Equipos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170540",170540,"Services",0,"asset_current","Servicios","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170545",170545,"Subscriptions",0,"asset_current","Suscripciones","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170595",170595,"Other Prepaid Expenses",0,"asset_current","Otros Gastos Pagados Por Anticipado","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_170599",170599,"Impairment of Expenses Paid in Advance",0,"asset_current","Deterioro Gastos Pagados Por Anticipado","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171000",171000,"Deferred charges",0,"off_balance","Cargos Diferidos",,"account.account_tag_operating"
"coc_puc_171004",171004,"Organization and Preoperatives",0,"asset_current","Organización Y Preoperativos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171008",171008,"Renovations",0,"asset_current","Remodelaciones","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171012",171012,"Studies",0,"asset_current"," Research and Projects","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171016",171016,"Computer Programs (Software)",0,"asset_current","Programas Para Computador (Software)","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171020",171020,"√ötiles and Stationery",0,"asset_current","√ötiles Y Papelería","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171024",171024,"Improvements to Other Properties",0,"asset_current","Mejoras A Propiedades Ajenas","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171028",171028,"Contributions and affiliations",0,"asset_current","Contribuciones Y Afiliaciones","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171032",171032,"Personnel Training",0,"asset_current","Entrenamiento De Personal","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171036",171036,"Fairs and Exhibitions",0,"asset_current","Ferias Y Exposiciones","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171040",171040,"Licenses",0,"asset_current","Licencias","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171044",171044,"Advertising",0,"asset_current"," Propaganda and Promotion","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171048",171048,"Toilet and Cafeteria Items",0,"asset_current","Elementos De Aseo Y Cafetería","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171052",171052,"Molds and Dies",0,"asset_current","Moldes Y Troqueles","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171056",171056,"Surgical Instruments",0,"asset_current","Instrumental Quir√∫rgico","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171060",171060,"Endowment and Supply to Workers",0,"asset_current","Dotación Y Suministro A Trabajadores","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171064",171064,"Clothing and Lingerie Items",0,"asset_current","Elementos De Ropería Y Lencería","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171068",171068,"Earthenware and Glassware",0,"asset_current","Loza Y Cristalería","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171069",171069,"Silversmith's",0,"asset_current","Platería","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171070",171070,"Cutlery",0,"asset_current","Cubiertería","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171072",171072,"Discount on Bond Placement",0,"asset_current","Descuento En Colocación De Bonos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171076",171076,"Deferred Income Tax? Debts? Due to Temporal Differences",0,"asset_current","Impuesto De Renta Diferido ?Débitos? Por Diferencias Temporales","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171080",171080,"Contests and Tenders",0,"asset_current","Concursos Y Licitaciones","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171095",171095,"Other Deferred Charges",0,"asset_current","Otros Cargos Diferidos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171099",171099,"Impairment Deferred Charges",0,"asset_current","Deterioro Cargos Diferidos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171500",171500,"Exploration Costs to be Amortized",0,"off_balance","Costos De Exploración Por Amortizar",,"account.account_tag_operating"
"coc_puc_171505",171505,"Dry Wells",0,"asset_current","Pozos Secos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171510",171510,"Non-Commercial Wells",0,"asset_current","Pozos No Comerciales","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171515",171515,"Other Exploration Costs",0,"asset_current","Otros Costos De Exploración","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171595",171595,"Other Exploration Costs to be Amortized",0,"asset_current","Otros Costos De Exploración Por Amortizar","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_171599",171599,"Impairment of Exploration Costs to be Amortized",0,"asset_current","Deterioro Costos De Exploración Por Amortizar","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_172000",172000,"Operation and Development Costs",0,"off_balance","Costos De Explotación Y Desarrollo",,"account.account_tag_operating"
"coc_puc_172005",172005,"Drilling and Exploitation",0,"asset_current","Perforación Y Explotación","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_172010",172010,"Drilling Fields Under Development",0,"asset_current","Perforaciones Campos En Desarrollo","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_172015",172015,"Production Facilities",0,"asset_current","Facilidades De Producción","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_172020",172020,"Well Service",0,"asset_current","Servicio A Pozos","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_172095",172095,"Other Operation and Development Costs",0,"asset_current","Otros Costos De Explotación Y Desarrollo","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_172099",172099,"Deterioration Costs of Operation and Development",0,"asset_current","Deterioro Costos De Explotación Y Desarrollo","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_173000",173000,"Deferred Monetary Correction Charges",0,"off_balance","Cargos Por Corrección Monetaria Diferida",,"account.account_tag_operating"
"coc_puc_173005",173005,"Deferred Monetary Correction Charges",0,"asset_current","Cargos Por Corrección Monetaria Diferida","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_173095",173095,"Other Charges for Deferred Monetary Correction",0,"asset_current","Otros Cargos Por Corrección Monetaria Diferida","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_173099",173099,"Impairment Charges for Deferred Monetary Correction",0,"asset_current","Deterioro Cargos Por Corrección Monetaria Diferida","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_179800",179800,"Accumulated amortization",0,"off_balance","Amortización Acumulada",,"account.account_tag_operating"
"coc_puc_179805",179805,"Exploration Costs to be Amortized",0,"asset_current","Costos De Exploración Por Amortizar","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_179810",179810,"Operation and Development Costs",0,"asset_current","Costos De Explotación Y Desarrollo","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_179895",179895,"Other Accumulated Amortization",0,"asset_current","Otra Amortización Acumulada","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_179899",179899,"Impairment Other Accumulated Amortization",0,"asset_current","Deterioro Otra Amortización Acumulada","group_1_7_noc","l10n_co_account.aat_1008_1317_N"
"coc_puc_180000",180000,"Other assets",0,"off_balance","Otros Activos",,"account.account_tag_operating"
"coc_puc_180500",180500,"Art and Cultural Assets",0,"off_balance","Bienes De Arte Y Cultura",,"account.account_tag_operating"
"coc_puc_180505",180505,"Artworks",0,"asset_current","Obras De Arte","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_180510",180510,"Libraries",0,"asset_current","Bibliotecas","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_180595",180595,"Other Art and Cultural Assets",0,"asset_current","Otros Bienes De Arte Y Cultura","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_180599",180599,"Deterioration of Art and Cultural Assets",0,"asset_current","Deterioro Bienes De Arte Y Cultura","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189500",189500,"Miscellaneous",0,"off_balance","Diversos",,"account.account_tag_operating"
"coc_puc_189505",189505,"Loading Machines",0,"asset_current","Máquinas Porteadoras","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189510",189510,"Goods Delivered In Comodato",0,"asset_current","Bienes Entregados En Comodato","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189515",189515,"Accumulated Amortization of Assets Delivered as Loan (Cr)",0,"asset_current","Amortización Acumulada De Bienes Entregados En Comodato (Cr)","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189520",189520,"Goods Received in Payment",0,"asset_current","Bienes Recibidos En Pago","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189525",189525,"Inheritance Rights",0,"asset_current","Derechos Sucesorales","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189530",189530,"Stamps",0,"asset_current","Estampillas","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189595",189595,"Miscellaneous Others",0,"asset_current","Otros Diversos","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189599",189599,"Miscellaneous Deterioration",0,"asset_current","Deterioro Diversos","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189900",189900,"Provisions",0,"off_balance","Provisiones",,"account.account_tag_operating"
"coc_puc_189905",189905,"Art and Cultural Assets",0,"asset_current","Bienes De Arte Y Cultura","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_189995",189995,"Various Provisions",0,"asset_current","Diversas Provisiones","group_1_9_art_cul","l10n_co_account.aat_1008_1317_N"
"coc_puc_190000",190000,"Valuations",0,"off_balance","Valorizaciones",,"account.account_tag_operating"
"coc_puc_190500",190500,"Investment",0,"off_balance","De Inversiones",,"account.account_tag_operating"
"coc_puc_190505",190505,"Actions",0,"asset_current","Acciones","group_1_2_inv_cor","account.account_tag_operating"
"coc_puc_190510",190510,"Quotas Or Shares Of Social Interest",0,"asset_current","Cuotas O Partes De Interés Social","group_1_2_inv_cor","account.account_tag_operating"
"coc_puc_190515",190515,"Fiduciary Rights",0,"asset_current","Derechos Fiduciarios","group_1_2_inv_cor","account.account_tag_operating"
"coc_puc_190595",190595,"Other Stock Valuations",0,"asset_current","Otras Valorizaciones De Acciones","group_1_2_inv_cor","account.account_tag_operating"
"coc_puc_190599",190599,"Other Stock Valuations",0,"asset_current","Otras Valorizaciones De Acciones","group_1_2_inv_cor","account.account_tag_operating"
"coc_puc_191000",191000,"Property",0,"off_balance"," Plant and Equipment",,"account.account_tag_operating"
"coc_puc_191004",191004,"Land",0,"asset_current","Terrenos","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191006",191006,"Materials Oil Projects",0,"asset_current","Materiales Proyectos Petroleros","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191008",191008,"Constructions and buildings",0,"asset_current","Construcciones Y Edificaciones","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191012",191012,"Machinery and equipment",0,"asset_current","Maquinaria Y Equipo","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191016",191016,"Office team",0,"asset_current","Equipo De Oficina","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191020",191020,"Computer and Communication Equipment",0,"asset_current","Equipo De Computación Y Comunicación","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191024",191024,"Medical-Scientific Team",0,"asset_current","Equipo Médico-Científico","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191028",191028,"Hotel and Restaurant Team",0,"asset_current","Equipo De Hoteles Y Restaurantes","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191032",191032,"Fleet and transport equipment",0,"asset_current","Flota Y Equipo De Transporte","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191036",191036,"Fleet and River and/or Maritime Equipment",0,"asset_current","Flota Y Equipo Fluvial Y/O Marítimo","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191040",191040,"Fleet and Air Equipment",0,"asset_current","Flota Y Equipo Aéreo","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191044",191044,"Fleet and Railway Equipment",0,"asset_current","Flota Y Equipo Férreo","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191048",191048,"Aqueducts",0,"asset_current"," Plants and Networks","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191052",191052,"Surveillance Weaponry",0,"asset_current","Armamento De Vigilancia","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191056",191056,"Containers and Packaging",0,"asset_current","Envases Y Empaques","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191060",191060,"Agricultural and Forest Plantations",0,"asset_current","Plantaciones Agrícolas Y Forestales","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191064",191064,"Communication Routes",0,"asset_current","Vías De Comunicación","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191068",191068,"Mines and Quarries",0,"asset_current","Minas Y Canteras","group_1_5_bio_cor","account.account_tag_operating"
"coc_puc_191072",191072,"Artesian Wells",0,"asset_current","Pozos Artesianos","group_1_5_bio_cor","account.account_tag_operating"
"coc_puc_191076",191076,"Deposits",0,"asset_current","Yacimientos","group_1_5_bio_cor","account.account_tag_operating"
"coc_puc_191080",191080,"Semovientes",0,"asset_current","Semovientes","group_1_5_bio_cor","account.account_tag_operating"
"coc_puc_191095",191095,"Other Valuations of Property",0,"asset_current"," Plant and Equipment","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_191099",191099,"Impairment Valuations of Property",0,"asset_current"," Plant and Equipment","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_199500",199500,"Of Other Assets",0,"off_balance","De Otros Activos",,"account.account_tag_operating"
"coc_puc_199505",199505,"Art and Cultural Assets",0,"asset_current","Bienes De Arte Y Cultura","group_1_9_art_cul","account.account_tag_operating"
"coc_puc_199510",199510,"Goods Delivered In Comodato",0,"asset_current","Bienes Entregados En Comodato","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_199515",199515,"Goods Received in Payment",0,"asset_current","Bienes Recibidos En Pago","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_199520",199520,"Livestock Inventory",0,"asset_current","Inventario De Semovientes","group_1_5_bio_cor","account.account_tag_operating"
"coc_puc_199595",199595,"Other Valuations of Other Assets",0,"asset_current","Otras Valorizaciones De Otros Activos","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_199599",199599,"Impairment Impairment Valuations Other Assets",0,"asset_current","Deterioro Valorizaciones De Deterioro Otros Activos","group_1_5_pro_des","account.account_tag_operating"
"coc_puc_200000",200000,"*Passive*",0,"off_balance","*Pasivo*",,"account.account_tag_operating"
"coc_puc_210000",210000,"Financial obligations",0,"off_balance","Obligaciones Financieras",,"account.account_tag_operating"
"coc_puc_210500",210500,"National Banks",0,"off_balance","Bancos Nacionales",,"account.account_tag_operating"
"coc_puc_210505",210505,"Overdrafts",0,"liability_current","Sobregiros","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_210506",210506,"Promissory Notes Law 550",0,"liability_current","Pagares Ley 550","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_210510",210510,"Promissory notes",0,"liability_current","Pagarés","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_210515",210515,"Credit letters",0,"liability_current","Cartas De Crédito","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_210520",210520,"Bank Acceptances",0,"liability_current","Aceptaciones Bancarias","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_210595",210595,"Other National Bank Obligations",0,"liability_current","Otras Obligaciones Bancos Nacionales","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_210599",210599,"Impairment of National Bank Obligations",0,"liability_current","Deterioro Obligaciones Bancos Nacionales","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211000",211000,"Foreign Banks",0,"off_balance","Bancos Del Exterior",,"account.account_tag_operating"
"coc_puc_211005",211005,"Overdrafts",0,"liability_current","Sobregiros","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211010",211010,"Promissory notes",0,"liability_current","Pagarés","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211015",211015,"Credit letters",0,"liability_current","Cartas De Crédito","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211020",211020,"Bank Acceptances",0,"liability_current","Aceptaciones Bancarias","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211095",211095,"Other Obligations of Foreign Banks",0,"liability_current","Otras Obligaciones Bancos Del Exterior","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211099",211099,"Impairment Obligations of Foreign Banks",0,"liability_current","Deterioro Obligaciones Bancos Del Exterior","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211500",211500,"Financial Corporations",0,"off_balance","Corporaciones Financieras",,"account.account_tag_operating"
"coc_puc_211505",211505,"Promissory notes",0,"liability_current","Pagarés","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211510",211510,"Financial Acceptances",0,"liability_current","Aceptaciones Financieras","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211515",211515,"Credit letters",0,"liability_current","Cartas De Crédito","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211520",211520,"Financial Lease Contracts (Leasing)",0,"liability_current","Contratos De Arrendamiento Financiero (Leasing)","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211595",211595,"Other Obligations Financial Corporations",0,"liability_current","Otras Obligaciones Corporaciones Financieras","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_211599",211599,"Impairment Obligations Financial Corporations",0,"liability_current","Deterioro Obligaciones Corporaciones Financieras","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212000",212000,"Trade Finance Companies",0,"off_balance","Compañías De Financiamiento Comercial",,"account.account_tag_operating"
"coc_puc_212005",212005,"Promissory notes",0,"liability_current","Pagarés","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212010",212010,"Financial Acceptances",0,"liability_current","Aceptaciones Financieras","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212020",212020,"Financial Lease Contracts (Leasing)",0,"liability_current","Contratos De Arrendamiento Financiero (Leasing)","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212095",212095,"Other Obligations Trade Finance Companies",0,"liability_current","Otras Obligaciones Compañías De Financiamiento Comercial","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212099",212099,"Impairment Obligations of Commercial Finance Companies",0,"liability_current","Deterioro Obligaciones Compañías De Financiamiento Comercial","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212500",212500,"Savings and Housing Corporations",0,"off_balance","Corporaciones De Ahorro Y Vivienda",,"account.account_tag_operating"
"coc_puc_212505",212505,"Overdrafts",0,"liability_current","Sobregiros","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212510",212510,"Promissory notes",0,"liability_current","Pagarés","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212515",212515,"Mortgages",0,"liability_current","Hipotecarias","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212595",212595,"Other Obligations Savings and Housing Corporations",0,"liability_current","Otras Obligaciones Corporaciones De Ahorro Y Vivienda","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_212599",212599,"Impairment Obligations Savings and Housing Corporations",0,"liability_current","Deterioro Obligaciones Corporaciones De Ahorro Y Vivienda","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213000",213000,"Foreign Financial Entities",0,"off_balance","Entidades Financieras Del Exterior",,"account.account_tag_operating"
"coc_puc_213005",213005,"Foreign Financial Entities",0,"liability_current","Entidades Financieras Del Exterior","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213095",213095,"Other Obligations of Foreign Financial Entities",0,"liability_current","Otras Obligaciones Entidades Financieras Del Exterior","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213099",213099,"Impairment of Obligations of Foreign Financial Entities",0,"liability_current","Deterioro Obligaciones Entidades Financieras Del Exterior","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213500",213500,"Negotiated Investment Repurchase Commitments",0,"off_balance","Compromisos De Recompra De Inversiones Negociadas",,"account.account_tag_operating"
"coc_puc_213505",213505,"Actions",0,"liability_current","Acciones","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213510",213510,"Quotas Or Shares Of Social Interest",0,"liability_current","Cuotas O Partes De Interés Social","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213515",213515,"Bonuses",0,"liability_current","Bonos","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213520",213520,"IDs",0,"liability_current","Cédulas","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213525",213525,"Certificates",0,"liability_current","Certificados","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213530",213530,"Commercial Papers",0,"liability_current","Papeles Comerciales","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213535",213535,"Titles",0,"liability_current","Títulos","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213540",213540,"Banking or Financial Acceptances",0,"liability_current","Aceptaciones Bancarias O Financieras","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213595",213595,"Other Negotiated Investment Repurchase Commitments",0,"liability_current","Otros Compromisos De Recompra De Inversiones Negociadas","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_213599",213599,"Deterioration of Negotiated Investment Repurchase Commitments",0,"liability_current","Deterioro Compromisos De Recompra De Inversiones Negociadas","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_214000",214000,"Negotiated Portfolio Repurchase Commitments",0,"off_balance","Compromisos De Recompra De Cartera Negociada",,"account.account_tag_operating"
"coc_puc_214005",214005,"Negotiated Portfolio Repurchase Commitments",0,"liability_current","Compromisos De Recompra De Cartera Negociada","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_214095",214095,"Other Negotiated Portfolio Repurchase Commitments",0,"liability_current","Otros Compromisos De Recompra De Cartera Negociada","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_214099",214099,"Impairment of Negotiated Portfolio Repurchase Commitments",0,"liability_current","Deterioro Compromisos De Recompra De Cartera Negociada","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_214500",214500,"Government Obligations",0,"off_balance","Obligaciones Gubernamentales",,"account.account_tag_operating"
"coc_puc_214505",214505,"National government",0,"liability_current","Gobierno Nacional","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_214510",214510,"Official Entities",0,"liability_current","Entidades Oficiales","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_214595",214595,"Other Government Obligations",0,"liability_current","Otras Obligaciones Gubernamentales","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_214599",214599,"Impairment of Government Obligations",0,"liability_current","Deterioro Obligaciones Gubernamentales","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219500",219500,"Other Obligations",0,"off_balance","Otras Obligaciones",,"account.account_tag_operating"
"coc_puc_219505",219505,"Individuals",0,"liability_current","Particulares","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219510",219510,"Related Companies",0,"liability_current","Compañías Vinculadas","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219515",219515,"Matrix house",0,"liability_current","Casa Matriz","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219520",219520,"Partners or Shareholders",0,"liability_current","Socios O Accionistas","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219525",219525,"Funds and Cooperatives",0,"liability_current","Fondos Y Cooperativas","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219530",219530,"Directors",0,"liability_current","Directores","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219595",219595,"Other Obligations",0,"liability_current","Otras Obligaciones","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_219599",219599,"Impairment Obligations",0,"liability_current","Deterioro Obligaciones","group_2_2_obl_fin","l10n_co_account.aat_1009_2206_N"
"coc_puc_220000",220000,"Suppliers",0,"off_balance","Proveedores",,"account.account_tag_operating"
"coc_puc_220500",220500,"National",0,"off_balance","Nacionales",,"account.account_tag_operating"
"coc_puc_220505",220505,"National",1,"liability_payable","Nacionales","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
"coc_puc_220595",220595,"Other National Suppliers",1,"liability_payable","Otros Proveedores Nacionales","group_2_2_obl_fin","l10n_co_account.aat_1009_2203_N"
